advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
1855,0,0,0,1,0,0,2,1,2,0,988517904,10,384396,6,42,185962,98,4,759,18,2,4,false,true,false,Florida,Rodriguez,ria,va
1856,0,0,0,0,1,0,0,1,3,1,23617737,10,305355,1,38,102697,76,6,516,6,3,1,false,false,true,Texas,Funderburk,bank,va
1857,0,0,1,1,1,1,0,0,5,2,832322225,16,55826,1,40,198997,98,4,790,3,1,1,false,false,true,New York,Chatterji,bank,fixed
1858,0,0,0,1,1,1,0,1,7,2,407043472,18,8140,17,28,155195,76,1,777,21,2,5,false,false,false,Florida,Underwood,bank,va
1859,0,0,0,0,1,0,0,0,2,1,811595663,7,3312806,1,29,367283,60,5,712,15,4,2,false,false,false,NE,Ojj,bank,fixed
1860,0,0,0,0,1,1,0,1,4,5,944245677,8,47971,16,33,220849,43,6,763,2,6,0,false,false,false,MidWest,Bost,bank,va
1861,0,0,0,0,1,1,0,1,1,6,967644412,16,1368314,1,42,445732,9,3,713,20,4,1,false,false,true,NE,Tavares,bank,va
1862,0,0,0,1,1,0,1,1,1,4,32094141,13,423762,1,35,94479,65,6,729,5,0,2,false,false,true,California,English,wirehouse,va
1863,0,0,0,0,1,0,1,0,2,2,623848638,15,8063932,2,25,353496,90,5,780,20,4,1,false,false,false,NE,Tavares,wirehouse,fixed
1864,0,0,1,1,1,1,0,1,4,1,805695816,1,6700379,17,20,261076,66,5,723,4,6,3,false,false,true,MidWest,Devon,bank,va
1865,0,0,0,0,1,1,0,1,3,2,369599229,7,3906438,1,66,321662,82,4,740,23,2,0,false,true,false,Florida,Werner,bank,va
1866,0,0,1,1,1,0,0,1,4,1,563733276,16,42571,6,38,296427,77,5,724,4,1,0,false,false,false,New York,Devon,bank,va
1867,0,0,0,1,1,1,0,0,6,1,419008406,7,73381,1,36,151535,96,3,716,20,0,1,true,false,true,California,Tavares,bank,fixed
1868,0,0,1,0,1,0,0,1,1,5,823926194,2,1828000,1,46,256674,82,4,782,20,2,2,false,false,true,Florida,Tavares,bank,va
1869,0,0,1,0,1,0,0,0,7,5,106174109,12,250264,1,32,472119,90,4,789,10,2,3,false,false,false,Florida,Jasper,bank,fixed
1870,0,0,0,1,1,1,0,1,6,3,2141772651,25,303360,1,54,399924,96,4,780,23,2,2,false,false,false,Florida,Werner,bank,va
1871,0,0,1,0,1,0,0,0,2,2,1751936888,8,1786718,1,22,228556,88,2,787,20,7,4,false,false,true,West,Tavares,bank,fixed
1872,0,0,0,1,1,1,0,0,5,4,55211801,6,242870,1,52,85744,87,2,776,14,0,6,true,false,true,California,Noth,bank,fixed
1873,0,0,0,1,0,0,0,1,2,3,44388378,5,500463,15,53,649560,91,4,799,23,0,1,false,false,false,California,Werner,bank,va
1874,0,0,1,1,1,1,1,1,4,4,245499049,11,651373,1,42,708749,47,5,704,8,4,3,false,false,false,NE,Hassan,wirehouse,va
1875,0,0,1,1,1,0,2,1,2,1,47715353,11,1869531,1,33,374659,93,4,620,14,4,2,false,false,false,NE,Noth,ria,va
1876,0,0,0,0,1,0,0,0,5,4,4232111042,2,1366621,1,30,72380,86,2,625,4,1,1,false,false,false,New York,Devon,bank,fixed
1877,0,0,0,1,1,0,0,1,3,0,185748345,1,58277,1,59,217206,94,6,510,3,1,0,false,false,true,New York,Chatterji,bank,va
1878,0,0,0,1,1,0,0,0,3,1,528387769,4,947459,1,49,841971,72,5,796,21,4,1,false,false,true,NE,Underwood,bank,fixed
1879,0,0,0,0,0,0,2,0,1,2,526876066,10,2758987,1,57,127685,99,5,575,22,6,6,false,false,true,MidWest,Vasquez,ria,fixed
1880,0,0,0,1,1,1,1,1,3,6,752316484,7,1955984,1,45,133614,90,5,829,16,5,2,false,false,false,South,Patel,wirehouse,va
1881,0,0,0,1,1,0,0,0,1,3,995590197,2,1701590,12,41,247028,73,5,777,19,2,2,false,false,false,Florida,Szu,bank,fixed
1882,0,0,0,1,1,1,0,1,5,3,71931132,4,305088,1,34,66714,92,6,536,24,1,5,false,false,true,New York,Xavier,bank,va
1883,0,0,0,0,1,1,0,1,5,2,248969613,9,119252,1,20,408759,92,2,759,4,0,1,false,false,false,California,Devon,bank,va
1884,0,0,1,1,0,1,0,1,3,4,785769522,6,472782,25,20,151642,53,3,609,23,1,2,false,false,false,New York,Werner,bank,va
1885,0,0,0,1,1,0,0,1,4,4,220994999,12,275855,1,21,896921,61,5,763,18,1,0,false,false,true,New York,Rodriguez,bank,va
1886,0,0,0,0,1,0,0,1,3,3,61049222,11,973301,1,43,97356,96,4,631,14,4,2,false,false,true,NE,Noth,bank,va
1887,0,0,1,0,1,0,0,0,5,3,774403788,6,34773,4,39,60528,64,2,764,16,2,5,false,false,true,Florida,Patel,bank,fixed
1888,0,0,0,0,0,0,0,1,2,4,914782278,6,4152451,1,75,96761,94,2,687,6,4,2,false,false,true,NE,Funderburk,bank,va
1889,0,0,1,0,0,0,0,0,2,5,4230062413,5,65192,1,38,180613,92,6,716,23,2,3,false,false,true,Florida,Werner,bank,fixed
1890,0,0,1,1,1,1,0,0,2,5,74406570,1,881554,17,38,250959,85,3,766,17,4,3,false,false,false,NE,Quigley,bank,fixed
1891,0,0,1,0,1,0,0,0,4,0,590889152,1,2494853,1,44,261336,98,1,722,7,3,0,false,false,false,Texas,Griegio,bank,fixed
1892,0,0,0,0,1,0,0,0,2,6,94962892,2,209758,1,32,255834,33,3,749,24,4,0,false,false,false,NE,Xavier,bank,fixed
1893,0,0,0,1,1,0,0,0,3,1,75293278,6,843399,3,49,112591,70,5,776,9,6,4,false,false,false,MidWest,Ingrid,bank,fixed
1894,0,0,0,0,1,1,0,1,3,5,912197654,10,1740393,1,67,908292,52,6,810,17,3,1,false,false,false,Texas,Quigley,bank,va
1895,0,0,0,0,0,0,0,0,5,2,84183106,5,1212857,1,62,274614,82,5,742,15,3,0,false,false,false,Texas,Ojj,bank,fixed
1896,0,0,0,0,1,0,0,1,3,5,2061347549,6,5820417,1,33,214056,95,6,737,16,0,3,true,false,false,California,Patel,bank,va
1897,0,0,0,1,1,1,0,1,1,0,915516867,12,98703,1,24,294013,71,5,521,5,3,3,false,false,true,Texas,English,bank,va
1898,0,0,1,1,0,0,1,0,1,5,1778304874,9,1388248,2,74,77555,54,6,781,22,0,0,false,false,true,California,Vasquez,wirehouse,fixed
1899,0,0,1,0,1,1,0,1,3,3,974242487,8,1311088,6,23,243002,61,3,815,25,3,2,false,false,true,Texas,Yang,bank,va
1900,0,0,0,0,1,0,1,1,3,0,4821664181,6,674604,28,22,236420,90,0,768,18,6,0,true,false,false,MidWest,Rodriguez,wirehouse,va
1901,0,0,0,1,1,1,0,0,7,1,523694966,19,63703,1,52,83175,81,4,766,16,1,0,false,false,false,New York,Patel,bank,fixed
1902,0,0,0,0,1,1,2,0,3,1,936012051,6,343712,27,44,53683,20,5,637,18,7,3,false,false,true,West,Rodriguez,ria,fixed
1903,0,0,1,0,1,1,1,0,0,2,43256678,10,660812,1,56,168739,83,5,752,24,5,3,false,false,true,South,Xavier,wirehouse,fixed
1904,0,0,0,1,0,0,0,0,3,7,839501230,3,1609941,1,28,881309,78,2,781,7,5,0,false,false,false,South,Griegio,bank,fixed
1905,0,0,1,0,0,0,0,1,6,6,663819461,3,506328,1,32,276514,90,4,739,8,6,5,false,false,true,MidWest,Hassan,bank,va
1906,0,0,0,0,0,0,0,1,7,1,3877612848,7,7080789,12,22,271033,81,4,814,10,5,1,false,false,false,South,Jasper,bank,va
1907,0,0,1,1,1,1,0,0,4,4,753282022,15,1023996,1,22,148964,44,6,784,21,5,3,false,false,true,South,Underwood,bank,fixed
1908,0,0,1,0,1,1,0,1,3,6,2699168709,4,341111,1,65,519994,82,0,767,4,1,4,false,false,false,New York,Devon,bank,va
1909,0,0,0,0,1,0,0,1,6,4,339106325,10,1254296,1,65,327359,100,6,554,18,0,3,false,false,false,California,Rodriguez,bank,va
1910,0,0,1,0,0,0,0,1,6,0,458279990,3,3305072,27,71,264279,84,4,819,23,5,2,false,false,false,South,Werner,bank,va
1911,0,0,0,0,1,0,0,1,4,5,476163076,10,913982,3,21,159104,66,6,736,16,3,0,false,false,false,Texas,Patel,bank,va
1912,0,0,0,0,1,0,0,1,4,2,951422140,6,747844,1,44,248131,96,1,784,9,2,3,false,false,true,Florida,Ingrid,bank,va
1913,0,0,0,1,1,1,2,1,2,0,787223987,10,544132,1,23,173786,90,1,578,12,7,0,false,false,false,West,Lula,ria,va
1914,0,0,1,1,1,0,0,1,4,6,1265728758,5,435280,1,60,174369,84,4,753,20,0,2,false,false,true,California,Tavares,bank,va
1915,0,0,1,1,1,0,0,0,0,6,278947229,2,582107,1,36,95767,86,5,820,21,2,1,false,false,true,Florida,Underwood,bank,fixed
1916,0,0,0,1,0,0,2,1,0,3,345203140,3,20241,4,40,569993,97,4,792,18,6,1,false,false,true,MidWest,Rodriguez,ria,va
1917,0,0,1,1,1,0,1,1,5,6,34415136,5,113573,1,24,202951,82,6,719,7,3,3,false,false,false,Texas,Griegio,wirehouse,va
1918,0,0,0,1,0,0,0,1,7,5,98989160,30,4750014,1,62,257631,92,6,767,2,4,1,false,false,false,NE,Bost,bank,va
1919,0,0,0,0,0,0,0,1,6,7,339748428,11,1180699,1,44,225505,85,4,660,15,3,1,false,false,false,Texas,Ojj,bank,va
1920,0,0,0,0,1,0,0,1,6,4,47225269,6,56719,1,35,248626,82,6,719,15,1,2,false,false,false,New York,Ojj,bank,va
1921,0,0,0,0,1,0,0,1,5,7,105760901,10,485989,1,32,294532,77,4,745,20,1,1,false,false,true,New York,Tavares,bank,va
1922,0,0,0,0,1,1,2,1,5,6,555701282,2,4894318,2,19,114999,90,4,760,24,0,4,false,false,false,California,Xavier,ria,va
1923,0,0,0,0,0,0,0,1,1,2,624380806,6,1439914,3,38,178736,95,6,845,11,3,3,false,false,false,Texas,Kanumba,bank,va
1924,0,0,1,0,0,1,0,1,3,2,334995846,10,123532,9,71,180650,98,5,773,23,3,2,false,false,true,Texas,Werner,bank,va
1925,0,0,1,0,1,0,0,0,4,3,401309491,9,201592,1,35,65580,82,6,847,11,4,1,false,false,false,NE,Kanumba,bank,fixed
1926,0,0,0,1,1,0,1,1,5,2,906490085,7,383104,1,27,136055,99,6,769,22,2,1,false,false,false,Florida,Vasquez,wirehouse,va
1927,0,0,0,0,0,1,0,1,1,4,887766139,5,410781,1,23,264924,84,4,760,13,0,5,false,false,false,California,Mambwe,bank,va
1928,0,0,0,1,0,0,0,1,4,4,2810840255,8,838234,1,62,72002,89,4,844,2,4,1,false,false,true,NE,Bost,bank,va
1929,0,0,1,1,1,0,2,1,3,6,70541517,21,298223,1,32,54889,94,1,703,2,1,2,false,false,false,New York,Bost,ria,va
1930,0,0,0,0,1,0,0,1,5,7,94130123,10,501239,1,25,628457,49,5,785,6,7,2,false,false,false,West,Funderburk,bank,va
1931,0,0,1,0,0,1,2,1,1,3,1760686263,6,7405185,1,20,264951,83,3,779,1,4,3,false,false,true,NE,Abbott,ria,va
1932,0,0,0,0,0,1,0,0,7,7,1238635546,7,1123825,14,62,399862,99,6,732,12,4,2,false,false,false,NE,Lula,bank,fixed
1933,0,0,1,1,0,0,0,1,2,6,37509027,3,1734754,1,50,149816,87,5,751,13,3,3,false,false,false,Texas,Mambwe,bank,va
1934,0,0,1,0,1,0,0,1,6,6,481632807,12,219506,1,70,369220,56,2,809,7,5,4,false,false,false,South,Griegio,bank,va
1935,0,0,1,1,1,0,0,1,7,6,1873205042,2,842318,1,54,226792,82,6,701,2,1,2,false,false,true,New York,Bost,bank,va
1936,0,0,0,1,1,0,0,0,3,2,81036548,1,1134086,1,61,213767,88,0,763,18,5,5,false,false,false,South,Rodriguez,bank,fixed
1937,0,0,1,0,1,0,0,0,3,3,529041254,11,709608,2,33,348020,81,4,777,11,6,3,false,false,false,MidWest,Kanumba,bank,fixed
1938,0,0,1,0,1,0,0,1,5,2,1417492342,14,277232,1,20,293769,81,5,615,25,3,1,false,false,false,Texas,Yang,bank,va
1939,0,0,0,0,1,0,0,1,1,2,759217409,9,1585311,12,40,468862,48,4,712,17,2,4,false,false,false,Florida,Quigley,bank,va
1940,0,0,0,0,1,0,0,1,1,2,84753810,9,497989,14,65,329079,66,4,790,24,3,0,false,false,false,Texas,Xavier,bank,va
1941,0,0,0,1,1,1,0,0,4,6,4900865763,11,62294,17,69,76587,91,4,705,10,1,3,false,false,true,New York,Jasper,bank,fixed
1942,0,0,0,1,1,1,0,0,4,1,975424150,7,950366,1,31,93902,87,2,797,22,0,2,false,false,false,California,Vasquez,bank,fixed
1943,0,0,0,0,0,0,0,0,2,3,69804071,7,1872895,1,66,277097,95,5,733,3,4,4,false,false,true,NE,Chatterji,bank,fixed
1944,0,0,0,1,1,1,0,1,2,2,178147144,10,8879192,1,75,170361,99,5,762,15,5,4,false,false,false,South,Ojj,bank,va
1945,0,0,1,0,1,1,0,0,0,2,2457082745,10,4188021,1,25,197867,86,4,702,3,6,1,false,true,false,MidWest,Chatterji,bank,fixed
1946,0,0,0,0,1,0,1,0,3,3,4842406065,2,1158795,1,23,344618,90,6,552,20,1,2,false,false,true,New York,Tavares,wirehouse,fixed
1947,0,0,0,1,1,0,0,1,2,4,1265511002,22,7724,1,21,356334,88,6,753,3,4,4,false,false,true,NE,Chatterji,bank,va
1948,0,0,0,1,1,0,0,0,2,3,844403768,12,244311,1,44,286660,66,1,814,24,3,2,false,false,false,Texas,Xavier,bank,fixed
1949,0,0,1,0,1,0,0,0,6,5,75948933,23,936710,9,39,242247,67,5,819,14,0,6,false,false,false,California,Noth,bank,fixed
1950,0,0,1,1,0,1,2,1,7,4,40433809,5,5838036,1,46,292554,6,6,771,6,1,4,false,false,true,New York,Funderburk,ria,va
1951,0,0,0,1,1,0,1,0,3,1,72687120,11,6429129,1,20,992439,65,4,769,22,5,2,false,false,true,South,Vasquez,wirehouse,fixed
1952,0,0,0,1,0,0,0,1,5,6,523150441,4,1986319,1,56,153047,57,5,715,3,4,0,false,false,false,NE,Chatterji,bank,va
1953,0,0,0,1,0,0,0,1,2,0,1620754765,7,331390,1,39,51209,99,5,818,6,6,3,false,false,false,MidWest,Funderburk,bank,va
1954,0,0,0,1,0,1,0,1,2,6,82756279,16,352541,1,41,239672,92,2,749,21,4,2,false,false,false,NE,Underwood,bank,va
1955,0,0,0,0,1,1,1,0,3,1,517450198,2,821549,1,48,257918,95,3,802,8,7,1,false,false,false,West,Hassan,wirehouse,fixed
1956,0,0,1,1,1,1,1,0,3,0,21433206,7,7704818,1,66,110598,92,4,773,22,2,6,false,false,false,Florida,Vasquez,wirehouse,fixed
1957,0,0,0,0,1,0,0,1,1,1,57581710,17,3023,1,34,254096,39,6,758,9,2,1,false,true,false,Florida,Ingrid,bank,va
1958,0,0,0,1,0,0,0,1,5,5,2685195204,4,1266346,4,42,776942,87,6,838,5,0,1,false,false,false,California,English,bank,va
1959,0,0,0,1,1,1,1,0,1,0,79519167,18,180740,1,26,60465,63,4,744,13,4,0,false,true,true,NE,Mambwe,wirehouse,fixed
1960,0,0,1,0,1,1,0,1,7,2,968498653,5,874400,24,37,208790,94,4,760,8,2,2,false,false,true,Florida,Hassan,bank,va
1961,0,0,0,0,0,1,0,1,2,2,432200365,6,188948,1,47,142836,99,2,787,10,5,1,false,false,true,South,Jasper,bank,va
1962,0,0,1,1,1,0,0,0,5,3,64245793,6,140197,14,40,239589,83,4,762,16,6,0,false,false,true,MidWest,Patel,bank,fixed
1963,0,0,1,1,0,0,0,1,5,1,188952963,7,314983,1,79,146299,82,4,783,10,5,2,false,false,false,South,Jasper,bank,va
1964,0,0,0,0,0,0,0,1,0,7,774862100,3,697535,1,57,346987,77,6,827,25,5,7,false,false,false,South,Yang,bank,va
1965,0,0,0,0,1,1,0,1,3,6,387935892,7,417485,4,22,52204,99,3,681,15,4,2,false,false,false,NE,Ojj,bank,va
1966,0,0,1,0,1,0,0,0,0,0,951383849,7,250611,1,53,97719,83,5,709,25,0,0,false,false,false,California,Yang,bank,fixed
1967,0,0,0,1,1,0,1,1,2,2,80758587,10,60750,1,45,263017,72,3,690,21,3,2,false,false,true,Texas,Underwood,wirehouse,va
1968,0,0,0,0,1,0,0,1,3,2,84181190,4,15331,1,45,248863,93,5,728,2,2,4,true,false,false,Florida,Bost,bank,va
1969,0,0,0,0,1,0,0,0,1,0,453333736,11,627486,20,47,239261,100,2,705,13,7,3,false,false,false,West,Mambwe,bank,fixed
1970,0,0,1,1,1,1,0,1,4,0,671817112,11,125245,1,35,65250,73,4,776,19,3,1,false,false,false,Texas,Szu,bank,va
1971,0,0,1,0,1,1,0,0,5,1,20731945,8,1742027,7,69,197503,91,6,771,17,7,3,false,false,false,West,Quigley,bank,fixed
1972,0,0,1,1,0,1,0,1,1,0,3321574984,8,1087865,1,37,315225,76,4,751,11,1,1,false,false,true,New York,Kanumba,bank,va
1973,0,0,0,0,1,0,0,1,2,2,964703758,18,9229632,2,42,194756,99,4,733,3,4,1,false,false,false,NE,Chatterji,bank,va
1974,0,0,0,0,1,0,0,1,2,5,53399740,9,2388033,1,23,64899,98,4,703,6,4,4,false,false,true,NE,Funderburk,bank,va
1975,0,0,1,1,1,0,1,1,1,1,260633982,32,297838,2,43,370567,77,4,776,14,5,0,false,false,false,South,Noth,wirehouse,va
1976,0,0,1,1,1,1,0,0,6,1,2659270889,4,443301,1,42,327405,46,2,763,24,6,0,true,false,false,MidWest,Xavier,bank,fixed
1977,0,0,1,1,1,0,0,0,6,3,414268875,6,223049,1,36,97778,12,5,785,6,4,0,false,false,true,NE,Funderburk,bank,fixed
1978,0,0,1,1,0,1,0,1,0,0,443232021,3,511935,1,60,64376,91,4,768,10,4,1,false,false,false,NE,Jasper,bank,va
1979,0,0,0,1,0,0,0,1,4,4,3927865283,17,1302198,1,29,59535,86,4,731,24,2,5,false,false,true,Florida,Xavier,bank,va
1980,0,0,0,0,1,0,1,1,6,1,353240472,11,554078,6,28,409393,81,4,782,11,3,0,false,false,true,Texas,Kanumba,wirehouse,va
1981,0,0,0,1,0,1,0,0,4,3,1790792756,11,8202543,1,41,315431,9,4,602,11,4,0,false,true,true,NE,Kanumba,bank,fixed
1982,0,0,1,0,1,1,0,0,0,2,98324999,12,1354279,1,36,224439,100,6,831,12,3,1,false,true,true,Texas,Lula,bank,fixed
1983,0,0,0,1,1,1,0,1,4,0,1267390517,2,1115873,31,21,85416,84,5,688,15,1,1,false,false,true,New York,Ojj,bank,va
1984,0,0,0,0,1,1,0,0,3,3,36225516,7,873300,24,40,281120,54,6,803,12,3,2,false,false,false,Texas,Lula,bank,fixed
1985,0,0,1,1,0,0,0,1,3,1,233190426,12,2081,40,37,100012,94,5,761,11,6,5,false,false,true,MidWest,Kanumba,bank,va
1986,0,0,0,0,0,0,0,0,1,4,38776659,3,702529,16,32,235982,79,3,636,1,5,1,false,false,true,South,Abbott,bank,fixed
1987,0,0,0,1,0,0,0,1,0,2,218772331,1,764795,1,43,233832,93,1,671,7,6,3,false,false,true,MidWest,Griegio,bank,va
1988,0,0,0,1,1,1,0,0,1,3,948128126,2,228166,1,43,196791,70,5,603,8,7,0,false,false,true,West,Hassan,bank,fixed
1989,0,0,0,1,1,0,0,1,7,7,78285487,3,920071,1,35,368681,94,4,759,13,6,4,false,false,false,MidWest,Mambwe,bank,va
1990,0,0,1,1,1,1,0,1,3,7,42620163,9,957444,1,37,254893,74,4,811,19,1,1,false,false,false,New York,Szu,bank,va
1991,0,0,1,0,1,1,1,1,3,0,1091728190,10,1791498,19,40,124724,95,2,798,14,2,4,false,false,false,Florida,Noth,wirehouse,va
1992,0,0,1,0,0,1,1,0,1,7,92196538,8,765411,6,51,391920,90,4,766,18,5,0,false,false,false,South,Rodriguez,wirehouse,fixed
1993,0,0,0,1,0,1,0,1,6,6,66833652,18,194041,2,51,197108,75,5,838,22,2,0,false,false,false,Florida,Vasquez,bank,va
1994,0,0,1,0,1,0,1,1,7,3,768765422,12,95789,6,51,355911,99,2,766,14,6,1,false,false,false,MidWest,Noth,wirehouse,va
1995,0,0,1,0,0,0,1,1,3,4,89436427,11,472911,1,50,268416,50,4,796,11,2,0,false,false,false,Florida,Kanumba,wirehouse,va
1996,0,0,1,0,1,0,0,1,7,6,51721277,8,245263,5,43,288150,96,4,744,8,4,1,false,false,false,NE,Hassan,bank,va
1997,0,0,0,1,1,1,0,1,1,4,1896406588,6,1084051,5,44,141651,59,5,625,22,3,0,true,false,false,Texas,Vasquez,bank,va
1998,0,0,0,1,0,1,0,1,4,2,575793008,2,146196,25,33,259207,83,5,432,1,1,2,false,false,false,New York,Abbott,bank,va
1999,0,0,0,1,1,0,0,1,1,7,875880802,8,315874,2,47,165751,80,1,737,23,5,5,false,false,true,South,Werner,bank,va
2000,0,0,0,1,1,1,0,0,4,3,1679328078,18,1154277,1,57,133496,95,1,742,10,1,4,false,false,true,New York,Jasper,bank,fixed
2001,0,0,1,0,0,0,0,1,2,3,290335382,16,1772066,3,51,163464,70,4,829,25,0,2,false,false,false,California,Yang,bank,va
2002,0,0,1,0,0,1,1,1,6,5,93749411,10,447496,1,32,295622,86,6,690,3,4,1,false,false,false,NE,Chatterji,wirehouse,va
2003,0,0,0,1,0,0,0,0,4,1,68769218,1,88668,1,27,206928,42,6,740,5,2,0,false,false,false,Florida,English,bank,fixed
2004,0,0,0,0,1,1,0,1,5,0,267396917,8,885359,8,41,151742,8,3,621,23,4,0,false,false,false,NE,Werner,bank,va
2005,0,0,1,1,1,0,2,1,5,6,789302394,5,869879,1,29,390862,100,0,772,4,2,2,false,false,false,Florida,Devon,ria,va
2006,0,0,0,0,0,0,0,1,4,3,2236605705,8,416801,1,61,247302,87,0,845,11,1,3,false,false,false,New York,Kanumba,bank,va
2007,0,0,0,0,1,1,0,1,0,2,970408591,9,1091289,1,59,125649,95,5,612,13,0,2,false,false,false,California,Mambwe,bank,va
2008,0,0,0,1,1,1,0,1,3,1,59205939,12,8482533,1,30,701077,85,5,794,10,5,2,false,false,false,South,Jasper,bank,va
2009,0,0,0,1,0,1,0,1,5,0,88206007,5,2739069,1,29,195542,90,6,790,8,1,5,false,false,false,New York,Hassan,bank,va
2010,0,0,0,0,1,1,1,0,6,4,726857738,6,548111,1,63,959593,65,6,780,20,5,0,false,false,false,South,Tavares,wirehouse,fixed
2011,0,0,1,0,0,1,2,1,3,5,52440411,2,4744669,1,22,311296,92,4,708,8,6,1,false,false,false,MidWest,Hassan,ria,va
2012,0,0,1,1,0,0,0,0,0,6,583377622,11,456477,5,26,347451,88,1,725,21,0,0,false,false,false,California,Underwood,bank,fixed
2013,0,0,0,1,1,0,0,1,5,5,90863387,8,371107,5,58,125955,97,3,763,19,2,4,false,false,true,Florida,Szu,bank,va
2014,0,0,0,1,1,1,0,1,2,1,157911835,4,7236716,2,34,141968,70,6,715,9,2,1,false,false,true,Florida,Ingrid,bank,va
2015,0,0,0,1,0,0,0,0,6,3,564945446,5,1579479,1,29,115269,97,4,739,14,2,1,false,false,true,Florida,Noth,bank,fixed
2016,0,0,1,1,0,0,2,0,4,4,2278632682,12,1468028,1,54,408064,85,5,778,19,5,5,false,false,false,South,Szu,ria,fixed
2017,0,0,0,1,1,1,2,1,3,7,642692892,16,73681,15,34,226832,87,4,705,16,6,5,false,false,true,MidWest,Patel,ria,va
2018,0,0,0,0,1,0,0,1,1,6,106686726,9,549703,4,27,422546,99,5,502,13,4,5,false,false,false,NE,Mambwe,bank,va
2019,0,0,0,0,1,0,0,1,6,4,944019697,11,1608084,6,37,254436,29,6,647,14,4,4,false,false,true,NE,Noth,bank,va
2020,0,0,0,1,0,0,1,0,4,2,995204818,5,1509302,1,19,796456,91,5,751,18,0,0,false,false,true,California,Rodriguez,wirehouse,fixed
2021,0,0,0,1,1,0,0,1,4,3,3422952994,2,251086,1,59,289011,87,0,725,23,3,2,false,false,true,Texas,Werner,bank,va
2022,0,0,0,0,0,0,0,0,3,5,1831566776,10,230975,4,38,268320,87,4,780,1,5,5,false,false,false,South,Abbott,bank,fixed
2023,0,0,1,0,0,1,1,0,1,2,922706647,7,1132157,1,26,268569,84,4,756,12,5,2,false,false,false,South,Lula,wirehouse,fixed
2024,0,0,0,1,0,0,1,1,3,0,3408235095,12,1162156,4,70,212432,85,1,811,2,7,1,false,false,false,West,Bost,wirehouse,va
2025,0,0,1,0,1,1,0,1,4,2,920932059,8,430846,1,27,97535,56,3,736,18,3,3,false,false,false,Texas,Rodriguez,bank,va
2026,0,0,0,0,1,1,0,1,7,6,31835359,3,5266526,1,69,90894,54,5,587,19,6,3,false,false,false,MidWest,Szu,bank,va
2027,0,0,0,1,0,0,0,0,1,3,94940001,7,276621,1,41,484768,46,4,772,25,2,1,false,false,true,Florida,Yang,bank,fixed
2028,0,0,1,0,0,0,0,1,2,1,3698040954,23,542448,1,67,456656,81,5,762,8,3,1,false,false,false,Texas,Hassan,bank,va
2029,0,0,1,0,1,1,2,1,6,0,54861507,8,2115745,4,20,151820,84,0,727,22,5,1,false,false,false,South,Vasquez,ria,va
2030,0,0,0,0,1,1,0,0,0,3,4851079200,18,437331,1,43,185592,65,5,733,2,5,4,false,false,true,South,Bost,bank,fixed
2031,0,0,0,1,0,0,0,1,7,2,606072520,6,441164,10,42,162210,88,6,602,10,7,0,false,false,false,West,Jasper,bank,va
2032,0,0,0,1,0,0,0,0,2,6,1182445169,2,1094852,3,64,149774,62,5,811,16,1,0,true,false,false,New York,Patel,bank,fixed
2033,0,0,1,1,0,1,0,0,2,2,986362928,4,92545,1,39,524258,86,4,845,13,0,3,false,false,true,California,Mambwe,bank,fixed
2034,0,0,1,0,1,0,0,1,4,3,214764265,5,791400,3,21,254304,9,6,729,22,2,3,false,false,true,Florida,Vasquez,bank,va
2035,0,0,0,1,1,1,0,1,6,0,375314621,1,685746,1,31,263619,92,4,701,3,6,3,false,false,false,MidWest,Chatterji,bank,va
2036,0,0,1,1,1,0,0,0,2,0,670204386,9,2111407,1,19,371407,90,4,702,12,0,0,false,false,false,California,Lula,bank,fixed
2037,0,0,0,0,1,0,0,1,5,3,4377854086,1,1425425,4,21,86069,64,4,715,13,4,3,false,false,false,NE,Mambwe,bank,va
2038,0,0,0,0,1,1,2,1,4,0,976153581,8,653340,1,48,220695,84,6,736,18,2,3,false,false,true,Florida,Rodriguez,ria,va
2039,0,0,0,0,1,1,0,1,5,1,60762080,1,313294,1,80,102802,84,4,787,6,7,0,false,false,true,West,Funderburk,bank,va
2040,0,0,1,1,1,1,1,1,4,2,653179968,8,4885095,3,54,795637,93,5,800,13,1,0,false,false,false,New York,Mambwe,wirehouse,va
2041,0,0,0,0,0,0,1,1,3,2,357010058,6,1203222,1,42,484649,69,4,756,17,2,4,false,false,true,Florida,Quigley,wirehouse,va
2042,0,0,1,1,1,0,0,0,2,4,258579363,4,342567,31,24,121040,58,5,831,5,5,3,false,false,true,South,English,bank,fixed
2043,0,0,1,1,1,0,0,0,7,3,288055513,6,1316229,1,54,882400,66,1,799,2,5,3,false,false,false,South,Bost,bank,fixed
2044,0,0,0,1,0,1,0,0,1,2,76316287,14,4648203,1,32,194489,91,4,728,17,4,0,false,false,false,NE,Quigley,bank,fixed
2045,0,0,0,0,1,0,2,1,4,3,763348166,2,434946,1,32,465148,93,4,702,18,5,2,false,false,true,South,Rodriguez,ria,va
