advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_ria,primary_prod_sold_annuity,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char
3113,0,0,0,1,1,0,1,1,5,0,601565741,1,613932,1,57,199610,79,3,740,12,1,5,false,true,true,New York,Lula
3114,0,0,0,0,1,0,0,1,3,4,436257397,9,5039505,22,38,102249,92,6,798,24,0,2,false,false,false,California,Xavier
3115,0,0,1,1,0,0,0,1,4,4,983054204,5,796138,1,75,76232,96,4,797,18,7,1,false,false,false,West,Rodriguez
3116,0,0,0,1,1,0,0,1,5,5,803959430,6,1849005,1,41,296154,97,6,797,10,2,2,false,false,false,Florida,Jasper
3117,0,0,0,0,0,0,0,1,4,6,49652621,9,441668,1,28,72384,100,4,747,1,4,1,false,false,true,NE,Abbott
3118,0,0,1,1,1,0,1,1,1,6,476059915,2,172746,4,25,241811,70,5,795,20,5,4,false,true,false,South,Tavares
3119,0,0,1,1,1,1,0,0,6,5,4402705497,18,51178,2,23,287212,94,6,796,10,0,2,false,false,false,California,Jasper
3120,0,0,0,1,0,0,1,0,3,2,35421936,12,49396,1,38,124256,83,5,830,18,5,1,false,false,false,South,Rodriguez
3121,0,0,1,1,1,0,0,1,4,7,4531288996,8,445507,1,27,215983,96,4,719,11,6,1,false,false,false,MidWest,Kanumba
3122,0,0,0,1,1,1,1,1,6,2,477841878,4,182944,1,39,283316,82,4,739,6,5,2,false,false,true,South,Funderburk
3123,0,0,0,0,1,0,1,0,7,1,987319430,7,775205,1,73,199533,30,0,751,24,5,0,false,false,false,South,Xavier
3124,0,0,1,0,1,1,0,1,1,1,586123973,8,9593384,6,63,198169,89,3,774,11,0,3,false,false,false,California,Kanumba
3125,0,0,1,0,1,0,0,0,4,5,1636437503,11,247252,1,20,191438,85,6,706,2,3,4,false,false,false,Texas,Bost
3126,0,0,0,1,0,0,1,1,5,1,909923672,4,168515,1,33,263845,73,3,706,18,6,1,false,false,true,MidWest,Rodriguez
3127,0,0,0,0,0,0,0,1,2,2,541413967,7,455232,1,67,84416,72,4,823,21,3,4,false,false,true,Texas,Underwood
3128,0,0,0,0,1,1,0,1,4,6,983131699,3,666898,1,61,118054,69,3,627,25,5,3,false,false,true,South,Yang
3129,0,0,0,0,0,0,1,1,1,5,339725194,3,1599594,33,32,122113,69,0,728,15,3,2,false,false,false,Texas,Ojj
3130,0,0,1,1,1,0,0,1,1,2,3335753135,6,29532,1,45,142199,84,6,794,8,5,0,false,false,false,South,Hassan
3131,0,0,1,0,0,0,1,1,7,6,325745534,4,835828,1,42,250473,90,5,799,4,2,2,false,false,true,Florida,Devon
3132,0,0,0,1,0,0,1,1,0,2,53731005,6,1124956,1,67,386931,94,1,756,20,2,4,false,false,true,Florida,Tavares
3133,0,0,0,1,0,0,0,0,3,3,15925059,9,462405,1,69,203848,71,6,773,2,0,0,true,false,true,California,Bost
3134,0,0,1,0,1,0,0,1,2,0,17105239,64,525013,6,36,806042,51,5,712,19,0,2,false,false,false,California,Szu
3135,0,0,0,1,1,0,1,1,0,4,842886430,8,734604,1,28,133211,86,2,754,12,4,2,false,false,false,NE,Lula
3136,0,0,0,1,1,0,0,1,1,3,895567746,4,779334,1,65,257201,92,4,641,14,5,3,false,false,true,South,Noth
3137,0,0,0,1,0,0,0,0,1,4,335343320,12,7649498,1,53,225313,77,1,808,25,1,1,false,false,true,New York,Yang
3138,0,0,0,1,1,0,0,1,2,0,2830562613,19,366661,2,35,233048,99,5,761,1,4,2,false,false,false,NE,Abbott
3139,0,0,0,0,0,0,0,0,4,1,3079566764,16,377034,2,34,221195,72,5,806,9,4,1,false,false,false,NE,Ingrid
3140,0,0,1,0,1,0,1,0,4,2,527729685,5,1265265,3,42,359818,68,5,716,7,3,0,false,false,false,Texas,Griegio
3141,0,0,0,0,1,1,0,1,7,3,817302542,21,1502949,1,37,156001,92,2,688,18,4,0,false,false,true,NE,Rodriguez
3142,0,0,1,1,1,0,1,1,2,2,373962697,5,322864,1,43,261656,72,2,756,13,0,0,false,false,true,California,Mambwe
3143,0,0,0,0,1,0,0,0,6,6,2523474948,17,1265273,2,23,240757,60,3,849,25,2,1,false,false,false,Florida,Yang
3144,0,0,1,1,1,0,0,0,3,7,366560389,3,276423,1,45,379440,93,5,627,20,4,0,false,false,false,NE,Tavares
3145,0,0,1,0,1,1,0,1,1,2,97232276,1,444884,1,22,338118,96,1,800,8,3,2,false,false,false,Texas,Hassan
3146,0,0,0,1,1,0,0,1,7,0,958497788,4,66373,2,52,174969,91,3,642,2,1,1,true,false,false,New York,Bost
3147,0,0,0,0,1,1,0,0,3,0,654457250,12,72012,1,20,268147,90,2,784,12,3,4,false,false,false,Texas,Lula
3148,0,0,0,1,1,1,0,0,2,6,4899646588,5,169194,1,26,475057,87,5,775,22,0,1,false,false,false,California,Vasquez
3149,0,0,0,1,0,0,1,0,2,3,112552645,5,927781,1,46,400004,94,4,761,11,4,4,false,false,false,NE,Kanumba
3150,0,0,1,1,1,0,0,0,5,2,626051569,26,89284,13,31,196936,94,5,652,8,0,4,false,false,false,California,Hassan
3151,0,0,1,0,0,1,0,0,2,4,347275584,15,1474162,4,38,234590,88,6,756,15,4,1,false,false,false,NE,Ojj
3152,0,0,0,0,1,0,0,0,4,2,822189909,7,267928,4,66,129592,95,5,717,19,0,3,false,false,false,California,Szu
3153,0,0,0,1,1,0,0,1,3,0,948396482,12,10489,1,21,200548,91,5,769,23,5,1,false,false,false,South,Werner
3154,0,0,1,0,1,0,0,1,7,3,1168169591,10,2701371,1,38,78291,87,6,713,2,0,2,false,false,false,California,Bost
3155,0,0,1,0,0,0,0,1,3,1,15454586,9,958996,6,29,110033,77,4,731,9,5,2,true,false,true,South,Ingrid
3156,0,0,1,0,0,1,1,1,6,7,37903433,8,1925832,1,26,677230,93,5,836,25,0,1,false,false,false,California,Yang
3157,0,0,0,0,1,0,1,1,6,2,252321966,12,968560,17,79,159891,83,4,752,18,2,2,false,false,false,Florida,Rodriguez
3158,0,0,1,0,1,0,0,1,1,6,4360376344,2,1305586,1,32,374026,99,5,757,10,7,0,false,false,false,West,Jasper
3159,0,0,0,1,0,0,0,1,1,3,10083957,10,1683679,1,44,417642,52,6,743,18,2,2,false,false,false,Florida,Rodriguez
3160,0,0,0,1,0,0,0,1,2,3,32331510,16,37395,2,51,210087,84,2,703,3,5,0,false,false,true,South,Chatterji
3161,0,0,0,1,0,0,0,1,7,5,1571515376,12,767001,1,74,175452,82,6,751,22,1,2,false,false,false,New York,Vasquez
3162,0,0,0,0,0,0,0,1,1,0,890476348,7,258775,1,34,174383,50,6,715,20,4,3,false,false,true,NE,Tavares
3163,0,0,0,1,0,0,1,1,7,6,132630948,2,732392,1,67,100355,72,3,704,18,3,1,false,false,true,Texas,Rodriguez
3164,0,0,1,0,1,1,0,1,1,1,878883389,25,3362666,12,29,441317,81,5,757,13,0,3,false,false,false,California,Mambwe
3165,0,0,1,0,0,0,0,0,2,3,474756740,10,860253,1,32,224620,69,5,718,16,3,3,true,false,false,Texas,Patel
3166,0,0,1,0,1,0,0,1,2,6,18067497,3,490945,18,24,230874,96,6,834,10,6,2,false,true,true,MidWest,Jasper
3167,0,0,0,1,0,0,0,1,0,1,908088191,3,1525232,1,22,86307,88,6,608,9,4,0,false,false,false,NE,Ingrid
3168,0,0,1,1,1,1,0,0,4,5,90786095,2,9633496,1,24,224822,90,3,710,18,5,3,false,false,true,South,Rodriguez
3169,0,0,0,1,1,0,0,1,1,1,85502953,9,93901,1,31,142916,53,5,818,7,2,0,false,false,false,Florida,Griegio
3170,0,0,0,0,1,0,0,0,0,6,560049950,17,1869002,17,27,144847,99,4,791,17,7,4,false,false,true,West,Quigley
3171,0,0,0,1,1,0,1,1,6,1,929825168,8,2848253,1,24,379619,88,6,791,22,4,2,false,false,false,NE,Vasquez
3172,0,0,0,0,0,1,0,1,0,5,1169624289,2,202394,4,25,282312,85,6,528,20,4,2,false,false,false,NE,Tavares
3173,0,0,0,1,1,0,0,1,1,4,397408341,14,1922922,1,49,89508,90,5,780,19,1,2,false,false,false,New York,Szu
3174,0,0,0,0,1,0,0,1,4,6,282913378,11,503732,1,36,153781,86,4,753,8,3,1,true,false,false,Texas,Hassan
3175,0,0,1,0,0,1,1,0,6,4,814041212,9,1329247,1,40,428852,85,4,702,14,1,1,false,false,false,New York,Noth
3176,0,0,1,1,1,0,1,1,7,0,3696754220,10,1755538,9,22,98918,81,5,759,25,7,0,false,false,false,West,Yang
3177,0,0,0,0,1,1,0,0,2,0,1546128439,51,8752354,1,21,325011,92,4,755,4,1,3,false,false,false,New York,Devon
3178,0,0,0,0,1,0,0,0,4,4,1097198185,7,1413917,34,52,82568,90,6,745,11,4,2,false,false,true,NE,Kanumba
3179,0,0,0,1,0,0,0,0,7,4,4505388839,5,1911208,1,57,229547,81,5,699,22,1,0,false,true,false,New York,Vasquez
3180,0,0,1,0,1,1,1,1,3,3,302808725,46,208814,3,39,184805,59,5,758,13,3,3,false,false,false,Texas,Mambwe
3181,0,0,1,1,0,0,0,1,3,6,381612096,15,6124722,35,21,152633,96,6,656,24,1,1,false,false,true,New York,Xavier
3182,0,0,1,1,0,0,0,0,0,3,3578094157,12,831791,4,35,117678,12,5,753,7,4,2,false,false,false,NE,Griegio
3183,0,0,0,0,0,0,0,1,3,2,528658713,2,1350117,1,45,219873,87,6,734,21,5,3,false,false,false,South,Underwood
3184,0,0,1,1,1,0,0,1,2,3,971888323,5,208224,7,41,792051,82,5,846,22,2,3,false,false,false,Florida,Vasquez
3185,0,0,0,0,1,1,0,1,7,4,953685232,12,1170019,1,45,275235,94,1,754,13,0,1,false,false,false,California,Mambwe
3186,0,0,0,0,1,0,0,1,4,7,387126323,2,258737,14,23,64865,93,5,723,1,3,3,false,false,true,Texas,Abbott
3187,0,0,0,0,0,1,0,1,7,2,200893101,18,3513213,1,45,134764,72,0,836,16,2,2,false,false,false,Florida,Patel
3188,0,0,1,1,0,0,1,1,4,1,728794874,7,195052,3,40,165247,90,5,762,3,1,5,false,false,false,New York,Chatterji
3189,0,0,0,1,1,1,0,1,2,2,3199153329,7,62528,1,72,127527,91,5,760,4,0,1,true,false,false,California,Devon
3190,0,0,1,1,1,0,0,0,6,3,4244784926,24,387148,1,22,186820,89,6,823,25,0,0,false,false,false,California,Yang
3191,0,0,1,1,0,1,0,1,5,5,37586725,2,4348448,6,69,279911,81,5,724,19,2,1,false,false,true,Florida,Szu
3192,0,0,0,1,1,0,1,0,3,7,3622569317,3,262094,1,75,138850,78,5,794,17,0,4,false,false,false,California,Quigley
3193,0,0,0,1,1,1,1,0,3,4,47270475,7,674699,1,56,140806,92,1,608,16,3,3,false,true,false,Texas,Patel
3194,0,0,0,1,1,1,0,1,1,3,738619419,4,8407519,3,71,74689,94,5,766,5,7,0,false,false,false,West,English
3195,0,0,1,0,1,1,0,1,6,4,554449310,3,1589499,13,43,74491,94,6,807,4,7,0,false,false,false,West,Devon
3196,0,0,1,1,1,0,0,1,1,1,127997442,8,1823247,26,38,135838,82,6,753,17,3,0,false,false,false,Texas,Quigley
3197,0,0,0,1,1,1,0,1,6,3,4637638045,11,1124954,4,31,59052,93,4,784,21,2,3,false,false,true,Florida,Underwood
3198,0,0,1,1,1,1,0,1,2,2,1050694991,18,22002,1,51,672844,95,3,847,9,2,0,false,false,true,Florida,Ingrid
3199,0,0,1,0,0,0,1,0,5,0,853449808,11,1924352,4,33,520638,74,6,833,15,0,1,false,false,true,California,Ojj
3200,0,0,0,1,1,1,0,1,2,6,748350194,1,52571,1,36,237007,60,3,847,3,0,4,false,false,false,California,Chatterji
3201,0,0,0,1,0,1,1,1,2,1,4927211014,11,432229,1,30,266178,92,5,835,25,5,2,false,false,false,South,Yang
3202,0,0,0,1,0,0,1,1,3,1,593528342,5,131564,1,35,496774,92,4,771,16,0,1,false,false,true,California,Patel
3203,0,0,1,0,1,1,0,1,5,2,77427638,2,1783318,1,23,97900,89,6,762,16,1,1,false,false,true,New York,Patel
3204,0,0,0,0,1,1,1,0,3,4,608670473,11,364694,1,52,125380,98,1,792,11,4,1,false,true,true,NE,Kanumba
3205,0,0,0,0,1,0,0,0,4,0,832442408,2,109352,1,34,66320,58,3,567,24,5,0,false,false,false,South,Xavier
3206,0,0,0,1,1,0,0,0,2,7,931735522,10,4375993,1,25,114429,79,0,506,24,4,2,false,false,false,NE,Xavier
3207,0,0,0,1,1,0,0,1,1,6,63979335,12,417036,1,19,475806,84,4,768,24,5,1,false,false,false,South,Xavier
3208,0,0,1,0,0,1,1,1,1,1,973101186,24,6353506,1,39,118873,86,5,797,7,0,2,false,false,true,California,Griegio
3209,0,0,0,1,1,0,0,1,2,5,488111615,6,1527261,3,39,138045,95,4,848,9,5,0,false,false,false,South,Ingrid
3210,0,0,0,1,1,0,0,0,2,3,1472825321,17,312590,1,62,204790,97,6,835,25,0,4,false,false,false,California,Yang
3211,0,0,0,0,0,1,0,1,4,1,4069570970,2,113960,1,80,292737,92,2,771,8,2,1,false,false,false,Florida,Hassan
3212,0,0,1,0,1,0,0,1,1,1,88662954,6,389738,1,48,291578,91,6,715,22,5,2,false,false,false,South,Vasquez
3213,0,0,0,1,0,1,0,1,4,5,679871191,9,809095,3,19,160088,88,4,787,23,4,2,false,false,false,NE,Werner
3214,0,0,0,1,0,1,0,1,3,3,1153346147,5,2994997,1,34,160047,74,5,730,6,4,3,false,false,false,NE,Funderburk
3215,0,0,1,1,0,1,1,1,2,2,847193863,2,225563,1,71,139545,98,6,636,18,1,0,false,false,false,New York,Rodriguez
3216,0,0,1,0,1,1,0,1,2,6,210602368,4,7916306,1,40,250618,81,4,741,3,5,4,false,false,false,South,Chatterji
3217,0,0,0,0,0,0,1,0,4,6,606872838,3,909230,1,19,67861,75,6,790,7,2,2,false,false,true,Florida,Griegio
3218,0,0,0,0,1,0,0,1,7,5,446047746,5,13224,1,68,50760,46,1,708,16,1,1,false,false,false,New York,Patel
3219,0,0,0,1,0,1,0,1,1,3,933557256,9,481517,1,23,295733,92,5,766,15,7,0,true,true,false,West,Ojj
3220,0,0,1,1,1,0,0,1,6,1,587051412,2,1307700,4,44,243764,73,6,716,16,2,0,false,false,true,Florida,Patel
3221,0,0,0,0,0,0,1,1,4,2,17852140,11,1853723,19,63,213223,89,6,692,16,0,5,false,false,false,California,Patel
3222,0,0,1,1,1,0,1,0,1,4,1235616000,11,427606,28,31,289015,93,5,728,24,4,3,false,false,false,NE,Xavier
3223,0,0,0,0,0,1,0,0,6,3,3322358253,11,3100255,1,69,92228,61,3,724,1,5,0,false,false,true,South,Abbott
3224,0,0,1,1,1,0,0,1,6,5,806322251,2,476176,1,32,212730,52,4,670,8,2,1,false,false,false,Florida,Hassan
3225,0,0,1,0,1,0,0,1,2,5,3517945877,7,9493765,1,30,80597,96,3,749,23,1,0,false,false,false,New York,Werner
3226,0,0,1,0,1,0,1,1,2,5,69240421,9,1148905,10,45,87148,99,5,773,18,4,2,false,false,false,NE,Rodriguez
3227,0,0,0,0,1,0,0,1,2,3,265740633,12,224497,14,46,292912,66,1,741,10,1,2,false,false,false,New York,Jasper
3228,0,0,0,1,0,0,0,1,2,0,2294644247,13,361517,2,52,118971,91,1,795,3,2,0,false,false,true,Florida,Chatterji
3229,0,0,1,1,1,0,0,1,6,0,57688402,11,335000,1,36,187631,43,0,764,22,1,3,true,false,false,New York,Vasquez
3230,0,0,0,1,1,0,0,0,3,5,22126943,18,32483,1,25,331398,70,4,710,17,0,2,false,false,false,California,Quigley
3231,0,0,0,0,1,1,1,1,3,6,357268500,8,543051,1,56,152102,85,3,720,8,2,4,false,false,true,Florida,Hassan
3232,0,0,0,1,1,0,0,1,2,0,4456133118,9,1287506,23,33,295692,95,1,720,16,0,4,false,false,true,California,Patel
3233,0,0,0,1,0,0,0,0,7,1,289387979,5,14249,1,42,50904,87,4,778,5,6,3,false,false,false,MidWest,English
3234,0,0,0,1,0,1,1,1,2,4,958785773,5,177301,1,64,324330,66,4,825,5,1,0,false,false,false,New York,English
3235,0,0,0,1,1,0,0,1,2,6,4710213272,3,262223,1,30,918061,90,4,772,19,0,0,false,false,false,California,Szu
3236,0,0,1,1,1,0,0,0,3,2,697793146,23,45945,1,56,200544,66,4,550,9,5,0,false,false,false,South,Ingrid
3237,0,0,0,1,0,0,0,1,6,3,2793313793,4,474283,1,65,115422,89,6,710,23,2,2,false,false,false,Florida,Werner
3238,0,0,0,1,1,0,0,1,3,6,738084036,11,4130041,1,39,957936,96,0,782,17,4,1,false,false,false,NE,Quigley
3239,0,0,0,1,1,0,0,1,4,6,856803578,19,418441,15,27,118511,87,5,786,9,1,4,false,false,false,New York,Ingrid
3240,0,0,0,1,1,0,0,0,5,0,1842869968,1,1828585,1,73,86472,87,6,731,7,3,0,true,false,false,Texas,Griegio
3241,0,0,0,0,0,0,1,1,1,4,726388449,1,1056899,1,56,189513,95,2,747,19,6,2,false,false,false,MidWest,Szu
3242,0,0,1,0,0,0,0,1,4,4,15162101,10,8335366,1,28,52138,93,6,758,22,0,2,false,false,false,California,Vasquez
3243,0,0,1,1,1,0,0,1,3,4,522608425,2,1709335,1,21,269795,84,6,727,24,2,4,true,false,true,Florida,Xavier
3244,0,0,1,1,1,0,0,1,6,2,352344665,21,3780287,1,31,268271,7,6,751,4,4,0,false,false,false,NE,Devon
3245,0,0,1,1,0,0,1,1,1,0,936264236,2,7397854,1,51,365800,7,4,778,22,3,0,false,false,false,Texas,Vasquez
3246,0,0,1,0,0,0,0,1,1,4,91746283,57,100698,2,44,462049,94,6,768,5,3,1,false,false,false,Texas,English
3247,0,0,1,0,1,0,0,1,1,5,2636953643,4,6161327,1,22,464301,99,5,809,20,6,2,false,true,false,MidWest,Tavares
3248,0,0,0,1,1,0,0,1,2,7,10733025,1,28683,10,33,185941,74,4,737,16,2,0,false,false,false,Florida,Patel
3249,0,0,0,1,0,0,0,1,4,0,41726469,4,1100570,1,19,268560,96,6,762,17,4,1,false,false,false,NE,Quigley
3250,0,0,0,0,0,0,1,1,6,3,854007948,3,298006,1,28,299819,44,6,812,23,1,0,false,false,false,New York,Werner
3251,0,0,0,1,0,0,0,1,2,1,807039347,10,1047501,1,19,284745,99,4,736,7,3,2,false,false,false,Texas,Griegio
3252,0,0,0,1,1,0,0,1,1,6,90828926,18,1965406,1,48,235978,82,4,640,5,0,4,false,false,false,California,English
3253,0,0,0,0,0,1,1,1,0,3,952301976,4,34157,1,34,296178,75,6,799,18,2,7,false,false,false,Florida,Rodriguez
3254,0,0,0,1,0,0,0,1,2,1,673169069,6,1624355,9,22,278824,93,4,569,9,3,1,false,false,true,Texas,Ingrid
3255,0,0,0,1,1,0,1,0,1,5,662275058,3,29490,1,64,233405,87,3,701,18,4,0,false,false,false,NE,Rodriguez
3256,0,0,0,1,1,1,1,1,4,1,588874540,4,71164,1,25,366410,77,4,750,19,5,2,false,false,false,South,Szu
3257,0,0,0,0,1,0,0,0,3,5,81485119,4,1744107,1,35,249203,30,6,795,12,2,4,false,false,true,Florida,Lula
3258,0,0,0,1,0,1,1,1,6,1,258533640,2,3354074,1,44,166851,82,1,807,5,3,0,false,false,false,Texas,English
3259,0,0,1,0,1,0,0,0,3,3,514122045,70,5477971,18,63,218993,100,6,786,9,3,4,false,false,false,Texas,Ingrid
3260,0,0,0,1,1,0,0,1,2,1,3129635732,11,1198345,1,73,711251,90,4,758,1,4,0,false,false,false,NE,Abbott
3261,0,0,1,0,1,0,0,1,2,2,845142098,8,477758,1,39,600603,98,4,759,5,0,0,false,false,false,California,English
3262,0,0,0,0,0,1,0,1,1,1,67217238,4,314531,1,38,138022,89,4,786,2,2,1,false,false,true,Florida,Bost
3263,0,0,0,1,1,0,1,1,1,1,820212527,21,557585,4,57,136933,96,0,756,23,4,5,false,false,false,NE,Werner
3264,0,0,0,1,1,0,0,0,6,7,754096989,16,4107178,1,50,393465,60,3,728,1,4,4,false,false,true,NE,Abbott
3265,0,0,0,1,0,0,0,1,1,2,979345430,9,1679334,1,44,427368,66,4,747,11,5,1,false,false,false,South,Kanumba
3266,0,0,0,1,0,1,0,1,3,3,757313615,18,335610,1,66,942599,65,6,646,22,7,0,false,false,true,West,Vasquez
3267,0,0,0,1,0,1,0,1,3,0,2471699465,23,771504,1,46,297513,63,0,661,18,4,2,false,false,false,NE,Rodriguez
3268,0,0,1,0,1,0,0,1,3,0,474478477,12,4116330,1,44,210463,85,6,704,4,6,1,false,false,false,MidWest,Devon
3269,0,0,1,1,1,0,0,0,3,4,881401705,9,1140490,1,27,255920,53,6,776,23,0,3,false,false,true,California,Werner
3270,0,0,1,0,0,1,0,0,3,5,439456749,7,1382929,35,20,226889,84,5,840,19,3,3,true,false,false,Texas,Szu
3271,0,0,1,0,0,1,0,1,4,5,106226177,11,2422350,1,41,311533,99,4,758,10,2,5,false,false,false,Florida,Jasper
3272,0,0,0,1,1,0,0,1,2,4,4939392617,12,78092,3,28,451328,82,4,772,11,3,4,false,false,false,Texas,Kanumba
3273,0,0,1,1,0,1,0,1,6,7,416988209,8,4419350,1,48,257653,96,5,785,22,7,0,false,false,false,West,Vasquez
3274,0,0,1,1,1,0,1,1,4,0,87901009,5,57794,1,43,778832,84,6,790,3,3,0,false,false,false,Texas,Chatterji
3275,0,0,0,0,0,0,0,0,3,1,653715317,5,443126,1,73,164477,84,4,793,1,4,3,true,false,false,NE,Abbott
3276,0,0,1,1,1,0,0,1,1,3,4670286380,4,124640,1,38,139673,85,5,832,7,5,0,false,false,false,South,Griegio
3277,0,0,0,1,1,1,0,1,4,6,181895252,14,1402635,1,51,90745,71,5,759,2,4,0,false,false,true,NE,Bost
3278,0,0,1,1,0,0,0,1,2,5,436313499,21,541246,1,41,206906,69,1,705,21,0,4,false,false,true,California,Underwood
3279,0,0,1,1,0,0,0,1,2,2,798634819,18,802081,1,44,228453,87,2,796,11,5,1,false,false,false,South,Kanumba
3280,0,0,0,0,1,0,0,1,6,5,568067079,16,1566362,2,31,115753,69,6,794,18,1,2,false,true,false,New York,Rodriguez
3281,0,0,0,1,0,0,0,0,7,6,75751398,5,1447813,36,25,107137,55,1,624,13,0,1,false,false,false,California,Mambwe
3282,0,0,0,0,1,0,0,1,2,3,789369285,4,819403,1,41,60185,85,3,759,22,4,4,false,false,false,NE,Vasquez
3283,0,0,0,0,0,1,0,1,2,0,587788262,84,481484,1,31,767174,63,4,762,25,4,0,false,false,true,NE,Yang
3284,0,0,1,1,1,1,0,0,3,0,1459293342,8,1399012,5,41,200392,91,1,757,1,4,2,false,false,false,NE,Abbott
3285,0,0,1,1,1,1,0,0,1,4,717732307,16,351924,28,52,194674,11,4,743,16,1,2,false,false,true,New York,Patel
3286,0,0,0,0,1,1,1,0,2,4,19168048,12,414909,1,32,109078,89,6,753,4,5,2,false,false,true,South,Devon
3287,0,0,1,0,1,1,1,1,1,5,693453366,4,164409,1,37,284887,96,5,756,25,6,0,false,false,false,MidWest,Yang
3288,0,0,0,0,1,0,0,1,6,2,2631672629,17,1751708,1,73,98809,84,1,758,21,4,1,false,false,false,NE,Underwood
3289,0,0,1,1,0,0,0,1,5,4,419077791,1,9388596,1,43,293078,92,3,777,4,5,3,false,false,false,South,Devon
3290,0,0,0,0,1,0,0,1,3,2,279129177,1,774498,1,43,169423,84,5,749,17,1,5,false,true,false,New York,Quigley
3291,0,0,0,1,1,1,0,1,6,4,2885154866,2,275210,1,41,583735,74,5,749,12,0,4,false,false,true,California,Lula
3292,0,0,1,1,0,0,0,1,2,2,585220454,3,748844,2,77,167001,78,2,675,3,4,0,false,false,false,NE,Chatterji
3293,0,0,0,0,1,0,0,0,2,6,220589672,11,5097475,1,20,99676,81,5,788,4,5,3,false,false,false,South,Devon
3294,0,0,1,1,1,0,0,0,1,4,3012565460,10,5244285,1,75,125611,73,5,743,9,3,3,false,false,true,Texas,Ingrid
3295,0,0,0,1,1,0,0,1,6,3,58518225,6,357801,1,52,218540,97,6,688,9,3,2,false,false,false,Texas,Ingrid
3296,0,0,1,0,0,1,0,1,5,5,720246655,2,176684,1,21,85617,78,4,778,9,0,2,false,false,true,California,Ingrid
3297,0,0,1,1,1,0,1,0,1,1,713993261,3,260025,1,31,143255,28,5,798,6,5,5,false,false,false,South,Funderburk
3298,0,0,0,0,1,1,0,0,3,4,3619259739,50,84995,1,23,255734,87,4,655,21,2,1,false,false,true,Florida,Underwood
3299,0,0,0,0,1,1,0,1,2,4,2316573295,6,1639462,1,44,389504,88,5,794,2,5,0,false,false,false,South,Bost
3300,0,0,0,0,1,0,1,1,4,0,837262956,6,447679,1,27,136869,93,5,691,19,5,0,false,false,true,South,Szu
3301,0,0,1,0,1,0,0,0,7,3,211922297,12,1124714,1,72,417200,99,5,763,20,6,0,false,false,false,MidWest,Tavares
3302,0,0,1,0,1,0,0,1,2,2,360906669,5,17205,1,54,239320,97,3,777,14,4,2,false,false,false,NE,Noth
3303,0,0,0,0,1,0,1,1,4,1,1554123185,12,427453,1,30,402054,85,0,708,10,5,4,false,false,false,South,Jasper
3304,0,0,0,0,1,1,1,1,7,4,399460375,11,1709207,1,44,130325,87,0,797,23,4,2,false,false,true,NE,Werner
3305,0,0,1,0,1,0,1,1,7,0,80022377,7,1428310,1,39,131670,82,4,777,4,0,2,false,false,false,California,Devon
3306,0,0,0,0,0,1,0,0,6,4,156625638,4,78540,4,43,143554,89,6,703,15,3,7,false,false,true,Texas,Ojj
3307,0,0,0,0,0,1,1,1,2,0,876426453,37,437099,3,42,272224,80,5,741,14,7,2,false,false,false,West,Noth
3308,0,0,1,0,1,0,0,1,7,3,74128757,8,380925,1,35,214619,82,5,732,1,2,0,false,false,false,Florida,Abbott
3309,0,0,0,0,1,0,0,0,2,6,890183162,15,245963,1,37,176460,87,2,734,13,2,0,false,false,false,Florida,Mambwe
3310,0,0,1,0,0,0,1,0,2,6,173477233,2,2074143,1,19,201455,83,4,775,17,1,0,false,false,true,New York,Quigley
3311,0,0,0,0,1,0,0,1,6,0,353620048,4,480377,26,31,538543,90,5,691,8,4,3,false,false,false,NE,Hassan
3312,0,0,0,0,0,1,0,0,1,6,1945136925,12,434487,1,42,275714,85,1,756,9,4,4,false,false,true,NE,Ingrid
3313,0,0,0,1,1,0,1,0,2,3,985267754,1,656215,1,30,460313,94,0,786,11,6,2,false,false,true,MidWest,Kanumba
3314,0,0,0,1,0,0,0,1,4,6,3780480366,9,932891,22,44,394028,98,6,781,22,5,0,true,false,false,South,Vasquez
3315,0,0,1,0,0,0,0,1,4,6,1872195748,5,1307946,1,68,190204,80,4,725,16,0,4,false,false,false,California,Patel
3316,0,0,0,0,1,0,0,0,7,4,363078494,6,8277983,1,46,60475,52,4,814,23,2,0,false,false,true,Florida,Werner
3317,0,0,0,0,1,1,1,1,2,2,3441288765,4,7814802,5,41,226698,73,5,759,25,6,5,false,false,true,MidWest,Yang
3318,0,0,0,1,1,1,0,1,4,0,4334622787,2,1038699,1,67,257433,81,4,772,7,0,5,false,false,false,California,Griegio
3319,0,0,0,1,1,0,0,1,5,2,210785011,9,826506,11,27,240508,97,4,603,9,1,3,false,false,true,New York,Ingrid
3320,0,0,0,0,1,0,0,1,0,5,269204088,7,909253,3,44,178104,53,3,759,3,1,4,false,false,false,New York,Chatterji
3321,0,0,0,1,1,1,0,1,3,1,744748804,22,71327,1,31,69222,87,5,769,23,3,3,false,false,true,Texas,Werner
