advisor,advisor_sale,advisor_sale_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
3318,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,2,0,22271244,18,293660,3,47, ,84,1,787,10,J,Jasper
3319,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,3,12241214,8,449438,3,53,109396,81,1,768,12,L,Lula
3320,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,0,0,414936812,15,798523,3,57,453580,82,3,655,2,B,Bost
3321,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,3,962590227,18,254736,2,28,214989,84,3,750,7,G,Griegio
3322,0,no_advisor_sale,0,1,1,0,2,ria,1,va,6,2,24619484,8,2105983,3,30,272239,97,3,816,24,X,Xavier
3323,0,no_advisor_sale,0,1,1,0,0,captive,1,va,6,2,2527684004,18,4012258,1,39, ,67,4,763,2,B,Bost
3324,0,no_advisor_sale,1,0,1,0,0,captive,1,va,5,0,3272097894,10,3827158,3,56,118096,68,5,764,5,E,English
3325,0,no_advisor_sale,1,0,0,0,1,bank_broker,0,fixed,2,6,4237822123,18,4520641,19,40,88084,56,5,713,23,W,Werner
3326,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,0,1,1726449557,16,38713,1,74,234603,89,3,744,14,N,Noth
3327,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,2,5,481233326,20,417257,2,41,178305,86,4,707,16,P,Patel
3328,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,6,4,2788653570,10,217091,1,67,482245,99,0,754,2,B,Bost
3329,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,3,93555455,10,3672863,2,47,290337,75,3,734,19,S,Szu
3330,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,0,2,981275789,30,214282,1,85,204774,87,5,773,18,R,Rodriguez
3331,0,no_advisor_sale,1,0,1,1,0,captive,1,va,0,7,819827026,11,2628635,1,44,312308,88,3,848,22,V,Vasquez
3332,0,no_advisor_sale,1,0,0,0,0,captive,1,va,1,2,18836308,7,4927438,3,35,79708,95,5,692,8,H,Hassan
3333,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,4,545245130,14,630502,2,39,134285,97,1,686,7,G,Griegio
3334,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,5,1,4399871412,18,56725,1,72, ,88,4,642,24,X,Xavier
3335,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,1,6,4554273452,7,497421,2,44,296240,72,4,770,15,O,Ojj
3336,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,2,4,748156494,22,3858552,1,23,126474,81,5,716,14,N,Noth
3337,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,1,6,217008805,8,335988,1,50,213803,84,5,715,4,D,Devon
3338,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,2,81632988,20,434562,3,40,200782,80,2,757,9,I,Ingrid
3339,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,7,0,15516480,3,2146806,1,50,63666,74,5,738,23,W,Werner
3340,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,6,2,3588896935,18,204224,2,36, ,64,3,820,24,X,Xavier
3341,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,4,5,37431650,2,2321039,4,41,251427,87,5,757,14,N,Noth
3342,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,3,2,1673454315,17,896038,3,41,51642,87,1,696,14,N,Noth
3343,0,no_advisor_sale,1,0,1,1,0,captive,1,va,1,3,609689140,59,1271664,1,40,113027,44,4,657,20,T,Tavares
3344,0,no_advisor_sale,0,0,0,0,0,captive,1,va,1,2,80999041,13,182639,1,58,221522,89,5,716,18,R,Rodriguez
3345,0,no_advisor_sale,0,1,1,0,2,ria,1,va,3,2,65482928,17,952741,1,25,232426,97,3,786,4,D,Devon
3346,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,3,0,4450897224,35,3590538,2,66,265542,92,1,762,17,Q,Quigley
3347,0,no_advisor_sale,1,1,1,0,2,ria,1,va,4,2,4700988255,11,3910259,2,61, ,76,5,738,2,B,Bost
3348,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,1,1,2682769933,13,519270,1,40,157500,66,4,784,3,C,Chatterji
3349,0,no_advisor_sale,0,1,1,1,0,captive,1,va,2,6,1627399746,8,2652346,1,21,290732,81,4,723,10,J,Jasper
3350,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,1,634623137,19,3414148,2,28,452221,94,4,748,1,A,Abbott
3351,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,6,478766904,13,782181,2,29,256670,91,4,747,20,T,Tavares
3352,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,1,143531982,21,82906,1,25,214050,90,2,758,13,M,Mambwe
3353,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,2,950613757,18,3839905,1,73,78488,86,1,759,22,V,Vasquez
3354,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,6,7,578816840,16,3208667,3,43,171296,62,5,742,18,R,Rodriguez
3355,0,no_advisor_sale,0,0,1,0,1,bank_broker,0,fixed,4,3,78643940,1,161889,5,21,67244,89,5,767,20,T,Tavares
3356,0,no_advisor_sale,0,0,0,0,0,captive,1,va,1,6,350690605,24,301084,3,42,148492,92,5,779,17,Q,Quigley
3357,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,0,736814205,14,3402750,2,34,426707,83,2,756,13,M,Mambwe
3358,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,7,5,595973207,14,4008409,1,22,97676,81,4,748,1,A,Abbott
3359,0,no_advisor_sale,1,0,1,0,1,bank_broker,0,fixed,5,3,123078284,7,1227853,5,21,190830,87,3,764,2,B,Bost
3360,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,4,2452327018,14,3816968,2,70,107174,91,4,744,16,P,Patel
3361,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,4,4,337823323,7,4521118,1,41,245547,81,3,738,6,F,Funderburk
3362,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,2,606225181,8,1231686,3,46,229483,82,4,776,10,J,Jasper
3363,0,no_advisor_sale,1,1,1,0,0,captive,1,va,6,3,1521430593,10,267857,2,49,63773,86,3,716,10,J,Jasper
3364,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,4,81114519,21,1633195,2,85,244489,68,3,758,2,B,Bost
3365,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,2,0,2151066364,7,99507,1,20,132973,90,4,607,8,H,Hassan
3366,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,0,3244451910,13,4258890,2,40,67115,59,4,715,5,E,English
3367,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,5,4104246607,16,233781,3,30,63209,80,3,760,8,H,Hassan
3368,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,4,16353538,14,1938495,3,20,99691,73,5,774,10,J,Jasper
3369,0,no_advisor_sale,0,1,1,0,2,ria,1,va,2,1,60551710,14,193501,2,20,212720,70,2,726,9,I,Ingrid
3370,0,no_advisor_sale,1,1,0,0,1,bank_broker,0,fixed,3,6,53675045,12,538352,6,23, ,97,4,684,24,X,Xavier
3371,0,no_advisor_sale,0,0,1,1,0,captive,1,va,3,4,588085422,8,4996439,2,65,227806,70,1,720,20,T,Tavares
3372,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,7,2,71193437,13,370401,3,22,295289,96,1,798,25,Y,Yang
3373,0,no_advisor_sale,0,1,0,1,0,captive,1,va,3,3,13033587,16,978058,2,62,79582,63,2,716,2,B,Bost
3374,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,1,92875678,18,1028102,1,28,248487,86,4,711,20,T,Tavares
3375,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,3,5,99980814,15,4591066,3,23,485589,71,1,753,21,U,Underwood
3376,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,2,0,58292883,8,382419,1,34,239660,83,5,732,15,O,Ojj
3377,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,4,63240191,11,455958,1,48, ,88,3,768,23,W,Werner
3378,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,4,6,68342602,8,1307133,2,37,192792,83,5,723,1,A,Abbott
3379,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,7,5,20909155,19,445396,2,19,264248,89,5,759,18,R,Rodriguez
3380,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,2,2,84799041,9,360165,4,71,184846,84,5,850,11,K,Kanumba
3381,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,5,3,557462340,26,4230120,2,22,274775,78,0,718,2,B,Bost
3382,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,5,3,850361985,74,2690732,1,24,52589,89,2,680,15,O,Ojj
3383,0,no_advisor_sale,0,1,0,0,0,captive,1,va,2,0,978786220,11,279827,2,54,248078,95,3,838,6,F,Funderburk
3384,0,no_advisor_sale,0,0,1,0,0,captive,1,va,7,0,789113287,8,85360,3,33,147424,84,1,713,23,W,Werner
3385,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,5,2,139141308,7,11527,1,30,276316,100,4,779,18,R,Rodriguez
3386,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,3,6,577596303,18,1480859,1,29,244977,83,1,725,13,M,Mambwe
3387,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,1,4619455514,5,2599999,1,70, ,82,5,730,11,K,Kanumba
3388,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,3,2,300451507,13,4191343,2,34,132914,86,2,734,20,T,Tavares
3389,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,1,7,108108167,16,980014,2,20,66884,82,5,624,3,C,Chatterji
3390,0,no_advisor_sale,0,0,1,0,2,ria,1,va,1,3,92835249,14,55878,1,36,127765,86,3,684,6,F,Funderburk
3391,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,7,3,196252261,11,2100906,1,64,169411,80,5,845,11,K,Kanumba
3392,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,2,728608892,35,38861,1,36,247974,59,4,796,23,W,Werner
3393,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,4,948821960,7,494659,2,20,212045,99,3,643,14,N,Noth
3394,0,no_advisor_sale,1,0,0,1,0,captive,1,va,4,6,4047818934,9,2394912,1,44,266262,62,5,790,11,K,Kanumba
3395,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,7,6,849146631,23,372513,3,46,89903,55,3,751,25,Y,Yang
3396,0,no_advisor_sale,0,1,1,0,1,bank_broker,0,fixed,0,3,785048441,4,3098608,4,43,174917,91,5,793,19,S,Szu
3397,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,5,312098403,1,418577,2,40, ,72,2,816,16,P,Patel
3398,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,7,768869706,7,306595,2,29,271396,58,0,634,19,S,Szu
3399,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,3,5,329489637,23,68856,2,19, ,96,4,734,15,O,Ojj
3400,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,7,4,263586626,8,3624769,2,29,111452,89,1,800,21,U,Underwood
3401,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,2,2,705823947,7,573879,2,36,418171,95,5,774,21,U,Underwood
3402,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,0,3,947357788,17,44052,1,19, ,84,4,790,9,I,Ingrid
3403,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,2,2773159214,7,4528775,3,86,488559,81,4,823,15,O,Ojj
3404,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,7,85479209,11,81188,1,30,256547,62,3,788,12,L,Lula
3405,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,3,457701258,7,1529091,1,68,329419,87,2,659,3,C,Chatterji
3406,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,3,746606594,21,77190,2,39,204695,85,5,791,21,U,Underwood
3407,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,6,0,3132383437,18,2260137,2,19,132371,97,5,802,5,E,English
3408,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,4,1,99462186,19,146158,2,35,273287,78,3,756,2,B,Bost
3409,0,no_advisor_sale,1,1,1,0,2,ria,1,va,4,7,448284497,15,55552,3,57,303109,76,1,617,4,D,Devon
3410,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,7,6,790874994,8,1024211,2,30,134397,84,3,743,19,S,Szu
3411,0,no_advisor_sale,1,1,1,0,2,ria,0,fixed,1,4,81913566,17,4334038,4,65,54643,71,5,601,7,G,Griegio
3412,0,no_advisor_sale,1,0,1,0,2,ria,1,va,2,3,208556373,23,55590,2,41,95185,79,1,744,3,C,Chatterji
3413,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,2,532553419,9,476318,2,44,264500,72,2,841,23,W,Werner
3414,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,2,84143802,15,3706574,2,57,199990,97,4,716,18,R,Rodriguez
3415,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,4,785482788,4,318039,3,55,216443,70,0,815,17,Q,Quigley
3416,0,no_advisor_sale,1,1,0,1,0,captive,1,va,3,4,1071155645,13,911835,1,48,299121,95,3,850,12,L,Lula
3417,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,0,5,754842753,14,4283497,2,66,56647,90,4,792,7,G,Griegio
3418,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,3,719050396,13,859462,2,55,86277,95,5,764,19,S,Szu
3419,0,no_advisor_sale,0,1,1,0,0,captive,1,va,0,1,35641938,25,1292063,3,73,87223,90,5,799,12,L,Lula
3420,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,6,523082339,8,4156701,3,36,136011,98,1,757,19,S,Szu
3421,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,6,54792847,17,4570529,3,35, ,99,5,706,9,I,Ingrid
3422,0,no_advisor_sale,0,1,0,1,2,ria,1,va,1,6,727111752,16,1064843,2,32,57275,100,4,740,7,G,Griegio
3423,0,no_advisor_sale,0,1,0,0,0,captive,1,va,3,1,1052470286,13,2673787,2,48,120953,83,5,767,15,O,Ojj
3424,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,1,4568734568,13,1812695,1,21, ,78,3,713,15,O,Ojj
3425,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,6,4,867977730,14,153224,1,67,82810,92,5,660,19,S,Szu
3426,0,no_advisor_sale,0,1,1,1,2,ria,1,va,4,0,747462493,15,124227,3,62,262540,87,3,762,8,H,Hassan
3427,0,no_advisor_sale,1,1,1,1,2,ria,1,va,4,3,273283391,8,266406,1,49,75093,86,4,741,11,K,Kanumba
3428,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,0,786328122,7,1840597,2,23,193492,75,3,794,11,K,Kanumba
3429,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,1,915320638,16,89599,2,31,119628,89,1,800,7,G,Griegio
3430,0,no_advisor_sale,1,1,0,0,0,captive,1,va,3,3,279976143,9,91342,3,45,107135,64,3,849,6,F,Funderburk
3431,0,no_advisor_sale,0,1,0,0,0,captive,1,va,0,2,477755575,16,1052431,1,38,383791,86,4,760,9,I,Ingrid
3432,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,3,4541600132,33,84032,1,44,159514,90,2,792,7,G,Griegio
3433,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,2,6,532672311,20,3420875,1,70,81084,66,3,745,4,D,Devon
3434,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,1,4,775855934,7,439735,1,65,175494,98,5,748,8,H,Hassan
3435,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,3,88301034,26,758642,3,39,247325,56,4,739,7,G,Griegio
3436,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,6,3,309067598,11,413067,1,72,210881,59,5,812,11,K,Kanumba
3437,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,5,4953209370,13,18419,2,31,145334,98,5,704,8,H,Hassan
3438,0,no_advisor_sale,1,0,1,0,0,captive,1,va,7,2,20315948,17,285764,1,60,271188,54,4,759,21,U,Underwood
3439,0,no_advisor_sale,0,0,0,0,0,captive,0,fixed,3,3,17076244,15,412712,9,32,498368,73,1,781,10,J,Jasper
3440,0,no_advisor_sale,0,0,0,0,0,captive,1,va,0,4,2979931106,19,1559832,3,43,63976,71,1,779,20,T,Tavares
3441,0,no_advisor_sale,0,1,1,1,2,ria,1,va,1,0,740209433,14,3182708,2,22, ,93,5,816,23,W,Werner
3442,0,no_advisor_sale,1,1,1,0,0,captive,1,va,3,6,69736175,15,2801058,3,39,227654,50,3,761,25,Y,Yang
3443,0,no_advisor_sale,1,0,0,0,0,captive,1,va,3,2,183559357,11,48042,3,19,371224,94,3,732,18,R,Rodriguez
3444,0,no_advisor_sale,1,1,1,1,0,captive,1,va,2,0,683869049,11,4941320,2,19, ,84,5,774,5,E,English
3445,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,5,5,246535479,17,70330,2,31,200007,96,3,785,18,R,Rodriguez
3446,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,3,3,989599600,18,794618,2,39, ,98,3,769,13,M,Mambwe
3447,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,4,961275244,25,273298,3,63,273043,93,1,690,12,L,Lula
3448,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,6,1,23435314,18,3330576,3,35,182601,89,5,793,21,U,Underwood
3449,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,3,7,391126415,30,4250059,2,20,235278,68,5,796,19,S,Szu
3450,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,0,79599260,10,139062,1,22,76541,81,4,790,17,Q,Quigley
3451,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,4,328264074,10,4218701,3,28,135544,89,3,732,10,J,Jasper
3452,0,no_advisor_sale,0,1,0,0,0,captive,1,va,1,3,95507061,15,311037,3,38,122159,100,3,687,18,R,Rodriguez
3453,0,no_advisor_sale,0,1,1,0,0,captive,1,va,6,3,52054369,20,955612,1,78,220388,70,2,757,24,X,Xavier
3454,0,no_advisor_sale,0,0,1,1,0,captive,1,va,1,1,12667331,16,230281,3,44,264279,84,1,819,23,W,Werner
3455,0,no_advisor_sale,1,1,1,0,0,captive,1,va,7,3,537917578,9,3838852,3,28, ,79,5,837,19,S,Szu
3456,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,3,809634139,10,2577614,1,21,434806,55,3,836,9,I,Ingrid
3457,0,no_advisor_sale,0,1,0,1,0,captive,1,va,2,0,1641792587,7,270934,1,39,258606,92,0,702,4,D,Devon
3458,0,no_advisor_sale,1,0,0,0,0,captive,1,va,7,4,4853762499,21,681791,1,29,296851,98,5,678,25,Y,Yang
3459,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,4,71039070,11,3573501,2,55,120858,98,3,763,25,Y,Yang
3460,0,no_advisor_sale,1,0,1,0,2,ria,1,va,2,3,30949660,8,66050,2,52,241215,84,5,843,25,Y,Yang
3461,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,4,4,20797504,8,1207463,3,63,117294,92,5,791,1,A,Abbott
3462,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,1,1316278831,14,932892,2,22,411219,100,5,763,5,E,English
3463,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,1,979250340,16,269713,1,27,55866,57,5,728,6,F,Funderburk
3464,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,5,1,3221623455,13,3887267,1,69,80146,55,0,771,16,P,Patel
3465,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,6,4,310617033,10,4716440,3,24,253581,85,4,711,15,O,Ojj
3466,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,5,1,724275474,18,289655,1,57,97243,94,3,703,7,G,Griegio
3467,0,no_advisor_sale,0,0,0,0,0,captive,1,va,3,0,69070042,13,93555,3,32,143003,85,4,714,23,W,Werner
3468,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,7,0,75684659,11,883337,2,19,66639,85,3,708,3,C,Chatterji
3469,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,5,3,2782937468,8,374038,3,42,167141,62,1,716,16,P,Patel
3470,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,5,0,947527771,16,3570676,2,37, ,89,2,686,13,M,Mambwe
3471,0,no_advisor_sale,0,1,1,0,0,captive,1,va,5,4,937242768,7,858684,1,34, ,87,2,786,16,P,Patel
3472,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,1,7,97497327,18,1559957,3,28, ,84,4,844,12,L,Lula
3473,0,no_advisor_sale,1,1,0,0,0,captive,1,va,0,7,3070987517,15,252399,2,42,63384,59,5,781,10,J,Jasper
3474,0,no_advisor_sale,0,0,1,0,0,captive,1,va,1,0,484372604,14,1961947,2,64,380922,95,5,756,5,E,English
3475,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,4,4,22579009,24,468885,3,48,213404,69,4,766,3,C,Chatterji
3476,0,no_advisor_sale,1,1,1,0,0,captive,1,va,2,2,4719691588,18,3558150,1,36,395535,90,5,777,2,B,Bost
3477,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,3,3,364621968,10,3440136,2,43,284215,84,1,758,19,S,Szu
3478,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,7,3,4986127539,15,660563,2,31,51586,78,3,730,13,M,Mambwe
3479,0,no_advisor_sale,0,1,0,0,0,captive,0,fixed,6,7,411608897,16,1608173,17,43,270822,86,4,764,16,P,Patel
3480,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,5,605368820,13,398188,3,36,236852,86,5,763,4,D,Devon
3481,0,no_advisor_sale,1,1,1,0,0,captive,1,va,2,6,763495908,19,75275,2,30,142383,91,5,710,15,O,Ojj
3482,0,no_advisor_sale,0,1,1,0,2,ria,1,va,3,3,872408140,17,4061583,3,83,135221,68,1,783,22,V,Vasquez
3483,0,no_advisor_sale,0,1,1,0,0,captive,1,va,5,4,4728836185,14,610636,3,26,280290,93,1,849,14,N,Noth
3484,0,no_advisor_sale,1,0,0,1,0,captive,1,va,2,5,287599439,16,81547,1,42,262324,77,3,720,8,H,Hassan
3485,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,3,996541757,22,21082,2,59,235842,64,4,846,25,Y,Yang
3486,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,2,55626853,8,3712502,1,23,160796,92,2,787,20,T,Tavares
3487,0,no_advisor_sale,0,1,0,0,0,captive,1,va,3,1,171022764,11,140450,2,23,255855,95,2,836,5,E,English
3488,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,7,3,529832219,17,3443376,1,57,413945,84,4,799,4,D,Devon
3489,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,0,331412710,23,43903,1,28, ,68,4,695,4,D,Devon
3490,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,3,4,2783858859,7,4402689,3,42,105744,100,2,783,2,B,Bost
3491,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,7,1,541868427,14,2717605,1,20, ,91,3,743,6,F,Funderburk
3492,0,no_advisor_sale,1,0,1,0,0,captive,1,va,5,6,212433478,12,4385874,3,30,219996,51,5,565,19,S,Szu
3493,0,no_advisor_sale,0,0,1,1,0,captive,1,va,6,6,327975551,18,3544838,1,64,178241,89,1,841,13,M,Mambwe
3494,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,4,39951427,11,3496560,2,62,276524,83,1,722,19,S,Szu
3495,0,no_advisor_sale,1,1,0,1,1,bank_broker,0,fixed,2,2,2940249315,33,2195070,5,34,144717,58,4,553,1,A,Abbott
3496,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,2,834310320,27,2706795,3,82,193290,88,4,748,14,N,Noth
3497,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,1,2,3294598892,20,3063225,3,90,340178,86,0,526,6,F,Funderburk
3498,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,3,0,492873027,17,3988634,1,32,93296,88,4,835,13,M,Mambwe
3499,0,no_advisor_sale,1,1,0,1,0,captive,1,va,3,4,2290974204,19,55894,2,46,135487,86,1,808,6,F,Funderburk
3500,0,no_advisor_sale,0,1,1,1,0,captive,1,va,1,2,792970724,10,266651,3,30,193120,84,3,760,15,O,Ojj
3501,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,2,88862080,76,4161044,1,56,128868,54,3,706,18,R,Rodriguez
3502,0,no_advisor_sale,1,1,1,1,2,ria,1,va,1,1,70309889,15,4456044,1,20,157640,61,3,784,12,L,Lula
3503,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,4,57589558,14,2102199,3,61,274591,81,4,715,11,K,Kanumba
3504,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,2,653184483,5,421131,2,27, ,68,5,730,2,B,Bost
3505,0,no_advisor_sale,1,0,1,0,0,captive,1,va,1,4,465947997,8,2197739,1,21,160371,96,5,713,9,I,Ingrid
3506,0,no_advisor_sale,0,1,1,1,0,captive,0,fixed,3,5,45478311,12,167600,6,42,252941,93,4,780,14,N,Noth
3507,0,no_advisor_sale,1,1,0,0,2,ria,1,va,7,4,2126439119,11,2562927,1,54, ,99,1,791,23,W,Werner
3508,0,no_advisor_sale,1,1,0,1,0,captive,1,va,1,7,535056016,15,149362,2,44,116699,89,3,837,20,T,Tavares
3509,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,5,878801218,18,82863,2,47,180373,86,5,775,22,V,Vasquez
3510,0,no_advisor_sale,0,0,1,0,0,captive,1,va,6,5,536016532,10,4322759,1,45,292095,79,0,773,7,G,Griegio
3511,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,1,903614320,17,46324,1,41,94700,92,3,712,12,L,Lula
3512,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,0,432253927,12,1854575,2,53,149541,75,1,787,8,H,Hassan
3513,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,3,2,666690843,5,4328221,2,26,89345,69,2,795,19,S,Szu
3514,0,no_advisor_sale,0,0,1,1,0,captive,1,va,7,4,579614393,18,2166084,1,35,62162,69,4,678,21,U,Underwood
3515,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,6,6,767080176,45,88917,1,28,220643,91,5,791,9,I,Ingrid
3516,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,2,577146544,15,2784117,1,27,138344,91,1,706,10,J,Jasper
3517,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,5,1,1506098220,13,16838,2,47,97156,75,5,697,23,W,Werner
3518,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,5,971929173,11,3630873,3,30,298562,74,3,809,6,F,Funderburk
