"analytic_partition","advisor","advisor_churn","advisor_churn_type","sf_face_2_face","sf_call_outbound","sf_call_inbound","sf_email_inbound","channel","channel_type","primary_prod_sold_va","primary_prod_sold_type","sf_email_campaigns","advisor_hh_children","advisor_advising_years","advisor_aum","advisor_annuity_selling_years","advisor_age","advisor_net_worth","advisor_credit_hist_mos","advisor_firm_changes","advisor_credit_score","wholesaler","wholesaler_i","wholesaler_name","advisor_net_worth_imp","channel_type_enc","va_mkt_opp","d_bank","d_wirehouse","d_ria","advisor_aum_bin","advisor_net_worth_log"
0,4840,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,4,33,4130539,2,67,,82,3,762,22,V,Vasquez,462913.47655,3,2.9310307086,0,1,0,6,13.04529544
0,4841,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,3,59,2763509,2,30,485537,95,1,754,13,M,Mambwe,485537,3,1.3465407335,0,1,0,4,13.093010774
1,4842,0,no_advisor_churn,1,0,1,1,0,bank,1,va,6,3,11,271874,2,50,,77,5,842,24,X,Xavier,296042.86241,1,-0.661986412,1,0,0,1,12.598259528
0,4843,0,no_advisor_churn,0,1,0,0,0,bank,1,va,7,4,13,2628014,1,48,202907,82,2,737,9,I,Ingrid,202907,1,-0.519224227,1,0,0,4,12.220503025
2,4844,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,4,11,56259,3,42,,91,4,734,24,X,Xavier,463367.31447,3,0.0635401611,0,1,0,1,13.046275354
1,4845,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,5,35,2262925,1,43,50961,60,0,793,9,I,Ingrid,50961,1,-0.387362887,1,0,0,4,10.838815913
1,4846,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,5,15,3720439,1,53,484283,96,4,763,4,D,Devon,484283,3,-0.588160476,0,1,0,6,13.090424726
1,4847,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,0,10,638812,3,23,89231,86,3,819,16,P,Patel,89231,3,0.0602159664,0,1,0,1,11.398983792
1,4848,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,2,0,17,4419661,2,40,194005,94,4,784,15,O,Ojj,194005,3,-0.646299023,0,1,0,7,12.175639211
1,4849,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,3,2,4,3757102,3,33,212001,91,2,727,7,G,Griegio,212001,3,-0.632943117,0,1,0,6,12.264346271
1,4850,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,2,11,2453333,3,45,266216,85,2,772,11,K,Kanumba,266216,3,-0.130608417,0,1,0,4,12.492063288
1,4851,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,7,2,22,250292,1,49,122040,83,4,723,16,P,Patel,122040,3,-0.115143658,0,1,0,1,11.712104139
2,4852,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,1,12,206275,1,31,171753,97,5,785,7,G,Griegio,171753,3,0.9271035101,0,1,0,1,12.053812677
1,4853,0,no_advisor_churn,0,0,0,1,0,bank,1,va,6,0,24,154552,1,28,,91,4,804,12,L,Lula,418203.18476,1,1.0372877822,1,0,0,1,12.943722681
0,4854,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,1,9,3487468,3,55,387064,71,5,777,23,W,Werner,387064,3,0.0308166897,0,1,0,5,12.866345333
0,4855,0,no_advisor_churn,0,0,1,1,2,ria,1,va,5,1,9,2649975,3,41,,82,5,850,3,C,Chatterji,265769.3075,2,-0.493081341,0,0,1,4,12.490383946
1,4856,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,2,18,990598,3,68,101490,90,5,784,12,L,Lula,101490,3,-0.500904478,0,1,0,2,11.52771555
1,4857,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,4,5,540762,2,42,275855,84,3,745,19,S,Szu,275855,3,0.1331619405,0,1,0,1,12.527630644
2,4858,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,0,17,574068,2,40,134848,81,3,785,5,E,English,134848,1,-0.500044129,1,0,0,1,11.811903497
2,4859,0,no_advisor_churn,0,1,0,0,0,bank,1,va,6,0,8,486520,3,39,371798,82,3,848,25,Y,Yang,371798,1,-0.108184439,1,0,0,1,12.826105975
1,4860,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,2,12,4257869,3,39,168490,98,3,820,9,I,Ingrid,168490,3,0.3945901421,0,1,0,6,12.03463168
1,4861,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,6,21,3899937,2,41,460841,97,3,768,10,J,Jasper,460841,3,-0.700098035,0,1,0,6,13.04080836
1,4862,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,1,6,17,72265,1,47,461047,85,3,820,1,A,Abbott,461047,3,-0.529726447,0,1,0,1,13.041255269
0,4863,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,5,22,260680,1,69,263085,86,0,791,20,T,Tavares,263085,3,-0.706674262,0,1,0,1,12.480232453
1,4864,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,0,2,13,3681364,3,23,284768,82,3,792,20,T,Tavares,284768,3,0.166127673,0,1,0,6,12.559430093
1,4865,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,1,10,4937095,2,19,192582,85,3,676,9,I,Ingrid,192582,1,-0.670943208,1,0,0,7,12.168277316
0,4866,0,no_advisor_churn,0,1,1,1,2,ria,1,va,4,6,21,344680,3,35,75523,96,4,813,25,Y,Yang,75523,2,-0.178588565,0,0,1,1,11.232192525
1,4867,0,no_advisor_churn,0,1,1,0,0,bank,1,va,5,6,12,2026697,1,39,453038,100,5,802,14,N,Noth,453038,1,3.7441891171,1,0,0,3,13.023731286
2,4868,0,no_advisor_churn,0,0,0,0,2,ria,1,va,6,2,34,4104436,1,26,310898,84,0,770,25,Y,Yang,310898,2,0.9144129526,0,0,1,6,12.647220163
1,4869,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,0,21,1032669,1,52,149362,61,4,796,13,M,Mambwe,149362,3,0.0201322915,0,1,0,2,11.914128169
1,4870,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,13,252210,3,47,174403,74,1,601,9,I,Ingrid,174403,3,-0.497430408,0,1,0,1,12.069123992
2,4871,0,no_advisor_churn,0,1,0,0,0,bank,1,va,5,2,11,1502802,2,38,110368,86,3,709,2,B,Bost,110368,1,-0.310074117,1,0,0,3,11.611575516
0,4872,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,5,0,8,3126840,1,63,105606,98,3,799,17,Q,Quigley,105606,3,0.0487846006,0,1,0,5,11.567470467
1,4873,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,2,12,3844795,2,42,241879,73,3,738,6,F,Funderburk,241879,3,-0.609848898,0,1,0,6,12.39619288
0,4874,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,2,9,2380710,3,38,304451,58,2,725,19,S,Szu,304451,3,-0.388444329,0,1,0,4,12.626265434
1,4875,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,3,8,90895,3,66,235297,88,3,730,16,P,Patel,235297,3,-0.283736964,0,1,0,1,12.368603825
1,4876,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,4,0,7,91464,2,40,,76,3,635,2,B,Bost,136805.64139,3,2.0156585157,0,1,0,1,11.826316522
1,4877,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,1,7,26995,2,43,,82,1,801,21,U,Underwood,71774.458536,3,-0.195517529,0,1,0,1,11.181283961
0,4878,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,2,4,64736,2,31,78796,78,1,626,25,Y,Yang,78796,3,0.6119925776,0,1,0,1,11.274617513
0,4879,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,0,16,2680297,1,37,174748,82,5,663,21,U,Underwood,174748,1,2.8937829781,1,0,0,4,12.071100215
1,4880,0,no_advisor_churn,0,0,1,0,0,bank,1,va,0,1,29,4216719,2,45,113609,99,5,710,8,H,Hassan,113609,1,-0.62171399,1,0,0,6,11.640518007
1,4881,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,1,4,10,930829,3,55,141141,75,1,796,9,I,Ingrid,141141,3,-0.135440733,0,1,0,2,11.85751467
1,4882,0,no_advisor_churn,1,0,0,0,0,bank,1,va,1,0,10,192805,2,55,146410,52,4,711,25,Y,Yang,146410,1,2.6000247982,1,0,0,1,11.894166184
1,4883,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,3,20,498051,1,27,173546,96,2,766,5,E,English,173546,3,-0.653951301,0,1,0,1,12.064197973
1,4884,0,no_advisor_churn,0,1,1,1,0,bank,1,va,6,4,17,87798,1,19,156015,83,2,796,3,C,Chatterji,156015,1,-0.283160856,1,0,0,1,11.957707435
1,4885,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,0,8,3953192,3,20,,100,3,823,3,C,Chatterji,126800.10762,3,0.1277344073,0,1,0,6,11.75036717
1,4886,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,3,18,3256363,2,78,69511,90,5,756,4,D,Devon,69511,3,2.4037328812,0,1,0,5,11.149240292
1,4887,0,no_advisor_churn,0,1,1,1,0,bank,1,va,7,0,72,172294,3,29,323659,92,4,766,3,C,Chatterji,323659,1,1.4618071837,1,0,0,1,12.687445771
0,4888,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,4,9,75630,1,34,197868,90,4,755,6,F,Funderburk,197868,3,-0.3465045,0,1,0,1,12.195355421
1,4889,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,2,9,282748,3,50,211358,93,5,813,24,X,Xavier,211358,1,0.1007880702,1,0,0,1,12.261308657
0,4890,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,5,11,1273887,1,47,,68,5,713,22,V,Vasquez,418506.59197,1,-0.252640413,1,0,0,2,12.94444792
0,4891,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,0,16,72170,2,46,74828,65,1,729,5,E,English,74828,3,-0.71129234,0,1,0,1,11.222947425
2,4892,0,no_advisor_churn,1,0,0,0,0,bank,1,va,3,2,15,4413743,3,48,111429,97,4,767,16,P,Patel,111429,1,1.8226410345,1,0,0,7,11.621142896
1,4893,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,2,16,3370456,1,37,,89,2,778,22,V,Vasquez,408641.52254,1,0.0417732356,1,0,0,5,12.920593578
2,4894,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,3,7,1059237,1,45,,67,5,722,15,O,Ojj,440542.38012,3,-0.339703464,0,1,0,2,12.995761929
2,4895,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,0,3,24,4462893,1,21,173093,90,3,757,6,F,Funderburk,173093,3,-0.527859415,0,1,0,7,12.061584301
1,4896,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,3,11,3732720,2,33,143143,83,4,800,23,W,Werner,143143,3,-0.500848881,0,1,0,6,11.87159941
0,4897,0,no_advisor_churn,1,1,0,0,0,bank,1,va,3,4,7,3268744,1,65,253068,95,3,759,2,B,Bost,253068,1,2.1989215594,1,0,0,5,12.441413506
0,4898,0,no_advisor_churn,1,1,0,1,0,bank,1,va,2,2,18,3027941,1,44,193568,51,3,743,8,H,Hassan,193568,1,-0.712632766,1,0,0,5,12.173384151
1,4899,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,7,74,189003,2,45,,93,4,737,16,P,Patel,130474.06611,3,2.3213192904,0,1,0,1,11.778929759
1,4900,0,no_advisor_churn,0,0,1,1,0,bank,1,va,1,5,13,30111,2,34,197997,100,5,750,21,U,Underwood,197997,1,0.0259449601,1,0,0,1,12.196007158
0,4901,0,no_advisor_churn,1,1,1,1,2,ria,1,va,5,3,10,4407677,2,31,,82,5,737,1,A,Abbott,308786.9288,2,-0.60691735,0,0,1,7,12.640406767
0,4902,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,4,17,87039,2,22,82855,83,5,718,24,X,Xavier,82855,1,0.8497991422,1,0,0,1,11.324847371
0,4903,0,no_advisor_churn,0,0,0,0,0,bank,1,va,3,6,18,3135128,2,41,,86,4,818,9,I,Ingrid,484490.12688,1,-0.412251521,1,0,0,5,13.090852332
1,4904,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,3,14,245910,2,39,60443,85,1,525,21,U,Underwood,60443,3,-0.020005391,0,1,0,1,11.009456051
2,4905,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,2,16,2376799,2,61,272925,58,3,825,5,E,English,272925,3,0.0119507632,0,1,0,4,12.516952311
1,4906,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,1,3,13,301863,12,20,286776,90,4,701,20,T,Tavares,286776,3,-0.692265921,0,1,0,1,12.566456702
2,4907,0,no_advisor_churn,0,0,0,0,0,bank,1,va,3,4,28,4517654,1,21,109714,92,1,769,4,D,Devon,109714,1,-0.696628709,1,0,0,7,11.605632259
2,4908,0,no_advisor_churn,1,0,1,0,2,ria,1,va,4,0,6,3817093,3,51,283096,100,2,711,24,X,Xavier,283096,2,-0.652389536,0,0,1,6,12.553541342
1,4909,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,4,10,1495491,2,24,161037,88,2,802,2,B,Bost,161037,1,-0.210623909,1,0,0,3,11.989389431
0,4910,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,3,14,2306706,2,50,86748,52,1,707,2,B,Bost,86748,1,1.9855851448,1,0,0,4,11.370762643
2,4911,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,5,35,4315763,1,54,164168,100,1,694,2,B,Bost,164168,1,0.0723869872,1,0,0,7,12.008645573
0,4912,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,2,21,1273744,3,42,232750,84,4,777,5,E,English,232750,1,0.1076098487,1,0,0,2,12.357720195
1,4913,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,2,33,72909,2,76,309994,66,4,721,4,D,Devon,309994,3,-0.655953718,0,1,0,1,12.644308221
1,4914,0,no_advisor_churn,0,0,1,0,0,bank,0,fixed,2,7,20,57958,5,59,105911,86,4,652,24,X,Xavier,105911,1,1.8651456607,1,0,0,1,11.570354398
1,4915,0,no_advisor_churn,0,0,0,1,0,bank,1,va,7,2,12,3368819,2,28,,82,3,812,15,O,Ojj,433027.90928,1,-0.709129092,1,0,0,5,12.978557461
2,4916,0,no_advisor_churn,0,0,0,1,0,bank,1,va,6,4,15,477473,1,63,81671,82,5,755,15,O,Ojj,81671,1,-0.676530139,1,0,0,1,11.310454261
0,4917,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,3,15,4798381,3,80,55568,87,1,615,13,M,Mambwe,55568,1,-0.68494613,1,0,0,7,10.925362775
1,4918,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,3,34,372428,1,22,382322,62,4,782,5,E,English,382322,3,0.1361053956,0,1,0,1,12.854018464
1,4919,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,6,16,2256816,1,33,384860,67,4,850,22,V,Vasquez,384860,3,0.0842211676,0,1,0,4,12.860634911
0,4920,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,7,4,8,377639,2,43,77294,96,4,729,18,R,Rodriguez,77294,3,-0.073833486,0,1,0,1,11.255371612
1,4921,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,5,8,109976,1,78,293812,96,1,702,7,G,Griegio,293812,1,-0.306113257,1,0,0,1,12.590695386
1,4922,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,4,10,4223901,1,35,186488,82,5,791,7,G,Griegio,186488,3,0.140491761,0,1,0,6,12.136122173
1,4923,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,2,12,34557,3,48,70248,96,4,711,4,D,Devon,70248,3,1.2544441898,0,1,0,1,11.159787117
0,4924,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,3,18,1447941,1,50,167969,83,4,798,7,G,Griegio,167969,3,-0.155578839,0,1,0,3,12.031534718
0,4925,0,no_advisor_churn,0,0,1,0,2,ria,1,va,3,5,17,691762,1,56,477478,100,1,775,23,W,Werner,477478,2,-0.683882596,0,0,1,1,13.076273365
1,4926,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,2,12,166684,2,60,387577,95,3,795,2,B,Bost,387577,1,-0.674650234,1,0,0,1,12.867669818
0,4927,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,3,14,3338560,3,60,,87,2,782,11,K,Kanumba,176822.82428,3,-0.400762322,0,1,0,5,12.082903517
1,4928,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,2,13,21198,1,23,123689,84,3,765,18,R,Rodriguez,123689,3,-0.146937608,0,1,0,1,11.72552563
1,4929,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,6,2,11,2095530,2,47,162212,88,1,790,5,E,English,162212,3,1.4081462111,0,1,0,3,11.996659401
1,4930,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,1,16,1702078,2,48,91948,67,3,775,13,M,Mambwe,91948,3,-0.509903122,0,1,0,3,11.428978479
1,4931,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,2,9,3467787,2,26,270555,81,3,631,6,F,Funderburk,270555,3,-0.652640296,0,1,0,5,12.508230684
0,4932,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,1,8,328041,3,25,92068,88,5,756,3,C,Chatterji,92068,3,-0.632975447,0,1,0,1,11.430282713
0,4933,0,no_advisor_churn,1,1,0,0,0,bank,1,va,5,1,17,4692269,2,25,185865,84,4,767,20,T,Tavares,185865,1,-0.13265275,1,0,0,7,12.132775883
1,4934,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,4,8,3356030,1,56,88456,65,1,724,4,D,Devon,88456,3,-0.666952014,0,1,0,5,11.390260532
0,4935,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,3,13,3740973,1,51,255662,86,4,700,2,B,Bost,255662,3,2.4616395143,0,1,0,6,12.451611539
1,4936,0,no_advisor_churn,1,0,1,1,0,bank,1,va,1,0,8,420670,1,19,270631,93,4,737,12,L,Lula,270631,1,-0.626595337,1,0,0,1,12.508511548
0,4937,0,no_advisor_churn,0,1,1,0,0,bank,0,fixed,5,1,24,73497,6,31,221515,61,1,776,4,D,Devon,221515,1,-0.196720607,1,0,0,1,12.308245586
1,4938,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,5,7,8,879049,2,25,385104,57,5,763,24,X,Xavier,385104,3,1.0232754468,0,1,0,2,12.861268707
1,4939,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,3,9,3860960,1,21,54329,86,3,808,6,F,Funderburk,54329,3,-0.594400099,0,1,0,6,10.902813433
0,4940,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,4,16,82831,2,38,446824,83,5,699,10,J,Jasper,446824,3,3.1070633456,0,1,0,1,13.00992006
0,4941,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,6,5,266204,3,50,202540,76,4,690,13,M,Mambwe,202540,1,-0.655510412,1,0,0,1,12.218692677
1,4942,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,1,1,18,400717,1,47,187047,86,3,824,11,K,Kanumba,187047,3,2.289572943,0,1,0,1,12.139115201
2,4943,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,7,11,2250817,3,26,,92,4,759,25,Y,Yang,160148.90881,3,0.0173155423,0,1,0,4,11.983859341
1,4944,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,1,15,351316,3,64,271883,96,0,848,24,X,Xavier,271883,3,-0.588023517,0,1,0,1,12.513127106
0,4945,0,no_advisor_churn,0,1,1,1,0,bank,1,va,1,0,13,258147,1,32,295771,55,5,788,11,K,Kanumba,295771,1,-0.637441363,1,0,0,1,12.597340785
0,4946,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,6,9,4148417,3,34,68449,90,2,767,8,H,Hassan,68449,1,1.4361026408,1,0,0,6,11.133844221
1,4947,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,7,1,17,2771791,3,28,357479,87,2,768,15,O,Ojj,357479,3,0.8782879405,0,1,0,4,12.786831898
1,4948,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,6,10,402911,3,41,66956,86,0,741,8,H,Hassan,66956,1,-0.155365882,1,0,0,1,11.111790966
1,4949,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,1,4,18,30392,2,49,,66,3,784,11,K,Kanumba,199241.44759,3,-0.616505663,0,1,0,1,12.202272673
1,4950,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,3,19,3846038,1,22,82162,84,5,683,15,O,Ojj,82162,1,-0.236458651,1,0,0,6,11.316448187
0,4951,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,7,23,89266,1,36,142074,99,3,799,12,L,Lula,142074,3,0.1892173979,0,1,0,1,11.864103328
1,4952,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,2,2,11,4379643,3,89,78462,73,0,779,19,S,Szu,78462,3,-0.386863661,0,1,0,7,11.27036971
2,4953,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,1,9,3872043,3,68,205716,87,4,718,9,I,Ingrid,205716,1,-0.123974387,1,0,0,6,12.234251856
1,4954,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,2,9,1374647,3,21,243973,83,3,748,6,F,Funderburk,243973,1,-0.112637335,1,0,0,2,12.404812842
0,4955,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,6,18,43678,3,42,146971,96,3,625,8,H,Hassan,146971,1,-0.266132567,1,0,0,1,11.897990567
1,4956,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,4,8,4038341,2,46,219921,98,4,707,20,T,Tavares,219921,3,-0.694220403,0,1,0,6,12.30102367
1,4957,0,no_advisor_churn,0,1,1,1,0,bank,1,va,7,0,22,108586,3,31,294918,60,4,738,23,W,Werner,294918,1,-0.668019827,1,0,0,1,12.594452631
1,4958,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,0,6,13,3492406,1,24,66560,96,4,776,24,X,Xavier,66560,3,0.5829768688,0,1,0,5,11.105859075
0,4959,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,6,1,14,2529111,3,47,222584,85,4,720,24,X,Xavier,222584,3,-0.153299193,0,1,0,4,12.313059837
1,4960,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,5,17,3026414,1,32,,60,3,771,15,O,Ojj,98366.627659,3,0.0432990132,0,1,0,5,11.496456876
2,4961,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,6,24,876390,1,23,60133,93,3,746,10,J,Jasper,60133,1,0.8556074466,1,0,0,2,11.004314055
0,4962,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,1,1,20,2155486,2,52,,85,3,725,13,M,Mambwe,486574.55608,3,-0.416202245,0,1,0,4,13.095145419
2,4963,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,6,16,6610,2,43,290335,57,3,824,16,P,Patel,290335,3,-0.660652428,0,1,0,1,12.578790708
0,4964,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,1,20,139238,3,48,52934,84,3,757,13,M,Mambwe,52934,3,-0.491958363,0,1,0,1,10.876801134
1,4965,0,no_advisor_churn,0,1,1,0,2,ria,1,va,3,6,9,4277125,2,38,148823,76,3,800,22,V,Vasquez,148823,2,-0.564318475,0,0,1,6,11.910512959
1,4966,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,2,2,3095949,2,47,139792,98,2,761,2,B,Bost,139792,3,-0.487700506,0,1,0,5,11.847910883
0,4967,0,no_advisor_churn,1,1,0,0,0,bank,1,va,5,1,12,3374462,1,19,80800,86,3,761,15,O,Ojj,80800,1,-0.464821229,1,0,0,5,11.299732245
1,4968,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,2,16,84781,2,38,110017,65,3,749,19,S,Szu,110017,1,-0.626827408,1,0,0,1,11.608390178
1,4969,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,2,15,1611597,2,35,74243,82,4,791,21,U,Underwood,74243,1,0.0716113377,1,0,0,3,11.215098776
2,4970,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,0,23,3142375,2,64,,70,0,734,24,X,Xavier,147311.43035,3,1.5685343942,0,1,0,5,11.900304199
1,4971,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,7,15,391196,3,20,177844,81,1,718,19,S,Szu,177844,1,2.7883462872,1,0,0,1,12.088662041
0,4972,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,10,1970739,3,40,245149,84,3,640,8,H,Hassan,245149,3,0.0686229195,0,1,0,3,12.409621468
1,4973,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,3,16,40816,3,47,107183,96,1,785,17,Q,Quigley,107183,3,-0.173650441,0,1,0,1,11.582292933
1,4974,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,0,29,1449658,3,45,,99,3,763,9,I,Ingrid,236216.23124,3,-0.12334162,0,1,0,3,12.372502899
0,4975,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,1,7,7,1297454,2,49,184460,90,3,680,12,L,Lula,184460,3,-0.269075427,0,1,0,2,12.125187917
0,4976,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,1,9,11626,3,45,,67,5,728,15,O,Ojj,414243.0274,1,-0.168737799,1,0,0,1,12.934208103
0,4977,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,5,29,4052794,3,46,117450,98,4,749,2,B,Bost,117450,1,-0.028293382,1,0,0,6,11.67376799
2,4978,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,4,1,33,1462552,3,23,136397,81,5,791,4,D,Devon,136397,3,-0.264434054,0,1,0,3,11.82332503
1,4979,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,2,16,2256432,2,65,148117,36,1,726,12,L,Lula,148117,3,-0.043369953,0,1,0,4,11.905757781
1,4980,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,6,9,1251321,3,31,265428,99,2,648,13,M,Mambwe,265428,1,2.8675588317,1,0,0,2,12.489098896
1,4981,0,no_advisor_churn,0,0,1,1,1,wirehouse,0,fixed,4,1,6,4708336,6,23,64491,85,2,633,5,E,English,64491,3,1.6056258064,0,1,0,7,11.074280958
1,4982,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,17,335169,2,48,180603,90,1,807,3,C,Chatterji,180603,3,3.3849333836,0,1,0,1,12.104056531
0,4983,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,0,7,954105,1,46,106669,80,5,788,10,J,Jasper,106669,1,-0.509212077,1,0,0,2,11.577485861
1,4984,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,5,18,63064,2,60,115083,97,4,751,1,A,Abbott,115083,1,-0.225931012,1,0,0,1,11.653408886
1,4985,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,2,0,17,3221752,2,56,171594,91,3,836,20,T,Tavares,171594,3,-0.155279796,0,1,0,5,12.0528865
1,4986,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,0,13,99425,2,44,,82,0,661,8,H,Hassan,350403.36539,3,0.0779350238,0,1,0,1,12.766840242
1,4987,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,1,13,102191,2,65,152098,72,3,721,17,Q,Quigley,152098,1,-0.425408216,1,0,0,1,11.932280329
