acct_number,claim_indicator,new_driver,bundle,ever_deferred_payment,no_fault_state,marital_status,vehicle_history,num_auto_drivers,num_claims,deductible,liability_limit,num_prior_claims,claim_amt,income,policy_age_mos,owner_age,vehicle_age,auto_points,credit_score,avg_claim,claim_indicator_type,marital_status_type,vehicle_history_type,deductible_level,liability_limit_level,channel,channel_type
3055,0,1,0,0,0,0,3,2,0,4,0,1,0,5313,50,30,14,2,649,0,no_claim,single,salvage,1000,50000,1,agent
3056,0,0,0,0,0,0,3,1,0,6,4,1,0,25871,32,35,9,2,663,0,no_claim,single,salvage,2000,250000,3,affinity
3057,0,0,1,0,0,1,0,1,0,2,3,5,0,39460,53,29,10,5,799,0,no_claim,married,no_damage,250,200000,0,website
3058,0,0,1,0,0,1,1,1,0,5,6,5,0,102559,45,58,0,4,630,0,no_claim,married,potential_damage,1500,350000,0,website
3059,0,0,0,1,0,1,0,1,0,6,2,1,0,54774,3,21,3,3,683,0,no_claim,married,no_damage,2000,150000,3,affinity
3060,0,0,0,0,0,0,0,2,0,4,1,0,0,35908,5,42,8,2,777,0,no_claim,single,no_damage,1000,100000,0,website
3061,0,0,0,1,0,0,0,1,0,2,3,1,0,35601,3,65,6,5,694,0,no_claim,single,no_damage,250,200000,0,website
3062,0,0,1,0,0,1,0,1,0,1,1,2,0,7691,6,61,15,4,723,0,no_claim,married,no_damage,100,100000,3,affinity
3063,0,0,0,1,0,0,0,1,0,3,6,0,0,7103,4,73,13,12,682,0,no_claim,single,no_damage,500,350000,1,agent
3064,0,0,0,0,0,0,0,1,0,4,5,3,0,36544,8,43,6,4,730,0,no_claim,single,no_damage,1000,300000,0,website
3065,0,0,1,0,0,1,1,1,0,3,4,0,0,9406,3,22,5,4,745,0,no_claim,married,potential_damage,500,250000,2,crosssell
3066,0,0,0,0,0,1,0,2,0,2,7,2,0,21416,4,33,8,4,713,0,no_claim,married,no_damage,250,500000,3,affinity
3067,0,0,0,0,0,0,0,1,0,5,0,0,0,36442,4,28,3,1,708,0,no_claim,single,no_damage,1500,50000,2,crosssell
3068,0,0,0,1,0,0,0,1,0,3,3,0,0,9350,10,17,8,12,680,0,no_claim,single,no_damage,500,200000,2,crosssell
3069,0,1,1,0,0,1,0,1,0,2,1,2,0,36301,11,41,9,3,730,0,no_claim,married,no_damage,250,100000,1,agent
3070,0,0,0,0,0,0,1,5,0,3,2,1,0,29964,10,55,5,2,709,0,no_claim,single,potential_damage,500,150000,2,crosssell
3071,0,0,1,0,0,0,0,2,0,3,3,2,0,17471,6,51,10,1,574,0,no_claim,single,no_damage,500,200000,1,agent
3072,0,0,0,0,0,1,3,1,0,2,3,0,0,7803,27,47,5,4,697,0,no_claim,married,salvage,250,200000,1,agent
3073,0,1,0,1,0,0,2,1,0,4,1,0,0,24319,4,41,5,0,702,0,no_claim,single,severe_damage,1000,100000,2,crosssell
3074,0,0,1,1,0,0,1,1,0,1,5,2,0,20452,6,43,6,4,673,0,no_claim,single,potential_damage,100,300000,1,agent
3075,0,0,0,0,0,0,0,2,0,2,1,0,0,77329,50,28,6,4,693,0,no_claim,single,no_damage,250,100000,0,website
3076,0,0,0,1,0,0,1,1,0,2,3,2,0,13501,5,64,10,8,772,0,no_claim,single,potential_damage,250,200000,2,crosssell
3077,0,0,0,0,1,2,0,1,0,4,0,1,0,69969,6,24,12,5,651,0,no_claim,divorced,no_damage,1000,50000,1,agent
3078,0,0,0,0,0,0,3,1,0,4,2,0,0,9210,3,20,10,0,747,0,no_claim,single,salvage,1000,150000,0,website
3079,0,0,1,0,0,0,1,2,0,4,6,3,0,56434,11,41,13,3,665,0,no_claim,single,potential_damage,1000,350000,2,crosssell
3080,0,0,0,0,0,0,0,1,0,3,5,1,0,15091,1,51,9,9,738,0,no_claim,single,no_damage,500,300000,0,website
3081,0,0,0,0,0,0,1,1,0,4,1,6,0,45913,22,34,9,0,559,0,no_claim,single,potential_damage,1000,100000,0,website
3082,0,0,1,0,0,1,2,2,0,4,3,2,0,97104,5,23,0,12,689,0,no_claim,married,severe_damage,1000,200000,1,agent
3083,0,0,0,0,1,0,3,1,0,2,2,0,0,5594,10,45,7,2,660,0,no_claim,single,salvage,250,150000,1,agent
3084,0,1,1,0,1,1,0,1,0,1,0,0,0,9898,2,78,14,5,721,0,no_claim,married,no_damage,100,50000,1,agent
3085,0,1,0,0,0,0,0,1,0,4,6,2,0,26928,12,35,9,12,690,0,no_claim,single,no_damage,1000,350000,3,affinity
3086,0,0,1,0,0,0,0,2,0,2,2,2,0,8474,24,29,1,14,680,0,no_claim,single,no_damage,250,150000,3,affinity
3087,0,1,0,1,0,0,0,1,0,3,2,0,0,18332,50,44,8,2,782,0,no_claim,single,no_damage,500,150000,2,crosssell
3088,0,0,1,0,0,0,0,2,0,2,2,0,0,56338,11,25,4,2,618,0,no_claim,single,no_damage,250,150000,2,crosssell
3089,0,0,0,0,0,0,0,2,0,2,0,0,0,37065,12,37,14,3,737,0,no_claim,single,no_damage,250,50000,2,crosssell
3090,0,0,1,0,0,0,2,1,0,3,2,0,0,7011,6,81,11,5,704,0,no_claim,single,severe_damage,500,150000,1,agent
3091,0,0,0,0,0,1,1,1,0,2,0,5,0,112422,20,27,8,3,725,0,no_claim,married,potential_damage,250,50000,2,crosssell
3092,0,0,1,0,0,1,0,1,0,5,3,5,0,9695,11,55,11,7,724,0,no_claim,married,no_damage,1500,200000,1,agent
3093,0,0,0,0,0,1,0,1,0,2,3,1,0,28478,7,49,11,4,593,0,no_claim,married,no_damage,250,200000,3,affinity
3094,0,0,0,0,0,0,1,2,0,5,2,5,0,6431,2,32,6,0,731,0,no_claim,single,potential_damage,1500,150000,3,affinity
3095,0,0,0,0,0,1,1,2,0,4,7,0,0,36600,10,83,6,3,706,0,no_claim,married,potential_damage,1000,500000,3,affinity
3096,0,0,0,0,0,0,0,1,0,3,3,0,0,38898,3,27,15,7,526,0,no_claim,single,no_damage,500,200000,0,website
3097,0,1,1,0,0,0,0,3,0,2,0,4,0,45194,1,31,3,1,742,0,no_claim,single,no_damage,250,50000,0,website
3098,0,0,0,0,1,1,1,1,0,2,3,2,0,62338,3,42,5,2,761,0,no_claim,married,potential_damage,250,200000,2,crosssell
3099,0,0,0,0,0,0,2,1,0,5,3,2,0,31136,9,47,5,3,670,0,no_claim,single,severe_damage,1500,200000,2,crosssell
3100,0,0,0,0,0,0,0,1,0,1,7,1,0,20894,5,20,6,5,731,0,no_claim,single,no_damage,100,500000,2,crosssell
3101,0,0,1,0,0,2,1,1,0,1,0,0,0,7685,3,22,0,2,678,0,no_claim,divorced,potential_damage,100,50000,2,crosssell
3102,0,0,0,0,0,0,0,1,0,2,7,0,0,15894,5,29,15,4,664,0,no_claim,single,no_damage,250,500000,0,website
3103,0,1,0,1,0,0,0,2,0,2,2,0,0,250108,14,26,2,4,677,0,no_claim,single,no_damage,250,150000,0,website
3104,0,1,1,0,1,1,0,2,0,3,6,3,0,53805,7,35,9,5,749,0,no_claim,married,no_damage,500,350000,2,crosssell
3105,0,0,1,0,0,2,0,1,0,3,1,0,0,28914,5,42,11,3,605,0,no_claim,divorced,no_damage,500,100000,2,crosssell
3106,0,0,1,0,0,1,0,1,0,3,7,0,0,44854,9,58,6,5,672,0,no_claim,married,no_damage,500,500000,0,website
3107,0,1,0,0,1,1,0,1,0,3,0,2,0,27647,2,44,4,3,617,0,no_claim,married,no_damage,500,50000,3,affinity
3108,0,0,1,0,0,0,0,2,0,1,5,5,0,12242,4,44,3,0,694,0,no_claim,single,no_damage,100,300000,2,crosssell
3109,0,0,0,0,0,1,0,1,0,2,3,0,0,14142,34,45,12,5,722,0,no_claim,married,no_damage,250,200000,0,website
3110,0,0,0,1,0,0,1,1,0,2,2,1,0,8838,14,45,6,1,722,0,no_claim,single,potential_damage,250,150000,3,affinity
3111,0,0,0,0,0,2,0,1,0,2,6,0,0,36974,24,29,6,4,706,0,no_claim,divorced,no_damage,250,350000,0,website
3112,0,0,0,0,0,0,0,1,0,3,5,3,0,14765,13,27,0,5,691,0,no_claim,single,no_damage,500,300000,0,website
3113,0,0,0,1,0,1,3,2,0,3,1,1,0,87075,56,81,14,3,686,0,no_claim,married,salvage,500,100000,3,affinity
3114,0,0,0,0,0,0,1,1,0,3,7,0,0,20997,7,25,10,8,703,0,no_claim,single,potential_damage,500,500000,2,crosssell
3115,0,0,0,0,1,0,0,1,0,6,4,4,0,64571,2,24,0,4,747,0,no_claim,single,no_damage,2000,250000,0,website
3116,0,0,0,0,0,1,0,2,0,3,0,0,0,135638,16,28,6,7,766,0,no_claim,married,no_damage,500,50000,1,agent
3117,0,0,1,0,0,0,0,2,0,4,2,2,0,38608,13,42,7,3,702,0,no_claim,single,no_damage,1000,150000,1,agent
3118,0,0,0,0,0,0,0,4,0,6,3,4,0,50968,29,64,15,1,769,0,no_claim,single,no_damage,2000,200000,2,crosssell
3119,0,0,0,0,1,1,1,1,0,3,5,5,0,21089,3,52,7,1,692,0,no_claim,married,potential_damage,500,300000,2,crosssell
3120,0,1,0,0,0,0,0,2,0,2,1,2,0,51879,25,35,1,1,798,0,no_claim,single,no_damage,250,100000,0,website
3121,0,0,0,0,0,0,0,4,0,1,6,0,0,23690,8,18,10,6,649,0,no_claim,single,no_damage,100,350000,3,affinity
3122,0,0,0,1,0,1,0,1,0,6,6,1,0,7083,14,31,12,5,673,0,no_claim,married,no_damage,2000,350000,0,website
3123,0,0,1,0,1,1,0,2,0,1,0,2,0,13088,2,25,8,2,761,0,no_claim,married,no_damage,100,50000,2,crosssell
3124,0,0,0,0,0,1,1,1,0,2,2,2,0,8424,11,41,9,5,622,0,no_claim,married,potential_damage,250,150000,2,crosssell
3125,0,0,0,0,0,0,1,1,0,2,5,0,0,14415,17,29,1,14,766,0,no_claim,single,potential_damage,250,300000,0,website
3126,0,0,0,1,0,0,1,2,0,2,6,1,0,25755,22,26,14,7,755,0,no_claim,single,potential_damage,250,350000,2,crosssell
3127,0,0,0,0,0,0,0,3,0,2,3,0,0,8237,24,66,5,5,788,0,no_claim,single,no_damage,250,200000,0,website
3128,0,0,0,1,0,0,1,1,0,4,4,0,0,17807,4,41,12,5,755,0,no_claim,single,potential_damage,1000,250000,3,affinity
3129,0,0,0,1,0,1,1,2,0,2,0,1,0,12570,1,30,7,3,613,0,no_claim,married,potential_damage,250,50000,0,website
3130,0,0,0,0,0,0,0,3,0,5,4,0,0,5026,14,63,5,5,605,0,no_claim,single,no_damage,1500,250000,3,affinity
3131,0,0,0,0,0,0,0,1,0,6,4,1,0,8474,8,62,7,7,646,0,no_claim,single,no_damage,2000,250000,0,website
3132,0,0,1,0,0,1,1,1,0,2,1,0,0,7373,4,39,6,7,800,0,no_claim,married,potential_damage,250,100000,1,agent
3133,0,0,1,1,0,0,2,1,0,3,2,1,0,34261,4,17,5,2,830,0,no_claim,single,severe_damage,500,150000,2,crosssell
3134,0,0,1,1,1,0,0,1,0,2,0,2,0,36645,19,22,14,2,715,0,no_claim,single,no_damage,250,50000,0,website
3135,0,0,1,1,0,1,0,1,0,6,2,0,0,56211,54,84,9,9,771,0,no_claim,married,no_damage,2000,150000,3,affinity
3136,0,0,1,1,1,0,2,2,0,2,4,5,0,27223,2,41,14,7,723,0,no_claim,single,severe_damage,250,250000,1,agent
3137,0,0,0,0,0,0,1,2,0,4,3,0,0,16559,2,48,0,7,615,0,no_claim,single,potential_damage,1000,200000,3,affinity
3138,0,0,0,0,0,0,0,1,0,4,2,2,0,90178,4,33,12,9,574,0,no_claim,single,no_damage,1000,150000,0,website
3139,0,0,1,0,0,0,0,1,0,2,0,2,0,9568,4,16,1,3,718,0,no_claim,single,no_damage,250,50000,3,affinity
3140,0,0,1,0,0,1,2,2,0,6,0,2,0,34251,4,51,1,2,729,0,no_claim,married,severe_damage,2000,50000,2,crosssell
3141,0,0,0,0,0,0,2,1,0,0,6,1,0,43944,1,44,3,4,665,0,no_claim,single,severe_damage,0,350000,3,affinity
3142,0,1,1,0,0,0,0,1,0,4,5,0,0,20261,4,50,10,10,823,0,no_claim,single,no_damage,1000,300000,0,website
3143,0,0,0,0,0,0,0,1,0,2,1,2,0,54768,2,40,7,2,793,0,no_claim,single,no_damage,250,100000,0,website
3144,0,0,0,0,0,1,1,1,0,5,7,3,0,37725,18,26,14,2,746,0,no_claim,married,potential_damage,1500,500000,1,agent
3145,0,0,0,0,0,1,2,1,0,3,5,0,0,8037,8,36,7,2,701,0,no_claim,married,severe_damage,500,300000,1,agent
3146,0,0,0,0,0,0,0,1,0,5,2,2,0,16119,15,29,3,3,673,0,no_claim,single,no_damage,1500,150000,2,crosssell
3147,0,0,1,0,0,1,1,1,0,4,3,2,0,6839,5,43,11,1,746,0,no_claim,married,potential_damage,1000,200000,2,crosssell
3148,0,0,0,0,0,1,1,1,0,6,3,1,0,15166,4,40,14,1,708,0,no_claim,married,potential_damage,2000,200000,1,agent
3149,0,0,1,0,0,0,0,1,0,3,1,4,0,7223,1,24,15,9,755,0,no_claim,single,no_damage,500,100000,1,agent
3150,0,0,0,1,0,0,0,4,0,1,2,0,0,35765,35,34,1,5,726,0,no_claim,single,no_damage,100,150000,1,agent
3151,0,1,0,0,1,0,1,2,0,4,0,4,0,114322,3,31,14,4,681,0,no_claim,single,potential_damage,1000,50000,2,crosssell
3152,0,0,1,0,0,1,0,2,0,3,4,5,0,8071,2,40,3,3,657,0,no_claim,married,no_damage,500,250000,3,affinity
3153,0,0,0,1,0,0,0,1,0,2,5,2,0,8316,55,36,2,2,816,0,no_claim,single,no_damage,250,300000,3,affinity
3154,0,0,1,1,0,0,0,2,0,5,3,1,0,88048,2,38,8,1,731,0,no_claim,single,no_damage,1500,200000,2,crosssell
3155,0,0,1,0,0,0,0,1,0,6,1,0,0,26538,53,43,12,5,631,0,no_claim,single,no_damage,2000,100000,3,affinity
3156,0,0,0,0,0,0,1,1,0,3,7,0,0,32518,1,40,12,3,746,0,no_claim,single,potential_damage,500,500000,3,affinity
3157,0,0,0,0,0,0,1,2,0,1,1,0,0,41452,4,40,9,10,686,0,no_claim,single,potential_damage,100,100000,1,agent
3158,0,0,0,0,0,0,1,1,0,2,1,0,0,47842,6,21,7,4,629,0,no_claim,single,potential_damage,250,100000,2,crosssell
3159,0,0,0,0,0,0,0,1,0,1,7,2,0,11164,11,19,11,7,763,0,no_claim,single,no_damage,100,500000,1,agent
3160,0,1,0,1,0,1,0,2,0,5,0,0,0,267609,17,60,4,1,596,0,no_claim,married,no_damage,1500,50000,0,website
3161,0,0,1,0,1,0,0,1,0,4,6,4,0,9597,12,58,8,1,528,0,no_claim,single,no_damage,1000,350000,2,crosssell
3162,0,0,1,0,0,2,1,1,0,4,4,2,0,19793,17,17,8,3,709,0,no_claim,divorced,potential_damage,1000,250000,0,website
3163,0,0,1,0,0,0,0,1,0,6,1,0,0,16226,6,22,8,8,625,0,no_claim,single,no_damage,2000,100000,3,affinity
3164,0,0,0,0,0,0,1,2,0,2,6,2,0,20799,1,37,7,2,738,0,no_claim,single,potential_damage,250,350000,1,agent
3165,0,1,1,0,0,1,1,1,0,1,1,0,0,27082,52,21,4,9,737,0,no_claim,married,potential_damage,100,100000,1,agent
3166,0,0,1,0,0,1,0,2,0,2,5,1,0,35173,6,61,0,1,731,0,no_claim,married,no_damage,250,300000,3,affinity
3167,0,0,0,0,1,0,0,1,0,6,0,1,0,19398,6,18,8,4,740,0,no_claim,single,no_damage,2000,50000,1,agent
3168,0,0,0,0,1,0,0,2,0,3,5,1,0,27744,15,70,9,7,814,0,no_claim,single,no_damage,500,300000,3,affinity
3169,0,0,1,0,0,1,0,2,0,6,5,2,0,71440,3,18,8,12,836,0,no_claim,married,no_damage,2000,300000,0,website
3170,0,0,0,0,0,0,0,1,0,1,2,2,0,10146,3,43,13,1,693,0,no_claim,single,no_damage,100,150000,2,crosssell
3171,0,0,0,0,0,0,0,4,0,3,2,6,0,51401,1,19,0,3,651,0,no_claim,single,no_damage,500,150000,0,website
3172,0,0,0,0,1,0,1,3,0,1,5,6,0,14590,1,57,6,1,669,0,no_claim,single,potential_damage,100,300000,0,website
3173,0,1,0,0,0,0,2,2,0,2,1,2,0,8373,30,39,6,13,627,0,no_claim,single,severe_damage,250,100000,1,agent
3174,0,0,1,0,0,0,1,2,0,4,1,2,0,8701,5,49,8,5,599,0,no_claim,single,potential_damage,1000,100000,0,website
3175,0,0,0,1,0,0,0,1,0,4,4,0,0,7932,25,30,6,13,741,0,no_claim,single,no_damage,1000,250000,2,crosssell
3176,0,0,0,1,0,1,1,1,0,6,2,2,0,35926,6,60,13,4,653,0,no_claim,married,potential_damage,2000,150000,1,agent
3177,0,0,0,0,0,1,0,2,0,4,2,0,0,36447,4,42,6,6,827,0,no_claim,married,no_damage,1000,150000,1,agent
3178,0,1,0,0,0,0,0,1,0,3,1,1,0,19711,24,85,10,0,731,0,no_claim,single,no_damage,500,100000,1,agent
3179,0,0,0,0,0,0,0,1,0,5,1,5,0,25082,3,46,8,4,668,0,no_claim,single,no_damage,1500,100000,0,website
3180,0,1,1,1,1,0,0,1,0,1,3,0,0,7248,5,51,9,10,668,0,no_claim,single,no_damage,100,200000,0,website
3181,0,0,1,0,0,1,0,2,0,1,5,0,0,19699,5,41,12,11,750,0,no_claim,married,no_damage,100,300000,1,agent
3182,0,0,1,0,0,1,1,1,0,1,0,0,0,26147,6,43,9,4,649,0,no_claim,married,potential_damage,100,50000,2,crosssell
3183,0,1,0,0,0,0,1,1,0,2,5,1,0,6357,11,39,12,5,713,0,no_claim,single,potential_damage,250,300000,2,crosssell
3184,0,0,1,1,1,0,0,1,0,0,3,0,0,7560,8,31,12,3,690,0,no_claim,single,no_damage,0,200000,0,website
3185,0,1,1,1,0,0,1,3,0,2,0,3,0,21073,14,31,14,0,798,0,no_claim,single,potential_damage,250,50000,3,affinity
3186,0,1,1,0,0,0,0,2,0,5,4,2,0,53012,4,23,11,0,642,0,no_claim,single,no_damage,1500,250000,1,agent
3187,0,0,1,1,0,0,0,1,0,2,1,2,0,9730,6,42,11,3,643,0,no_claim,single,no_damage,250,100000,0,website
3188,0,0,0,1,0,0,1,1,0,3,4,2,0,17443,4,52,8,0,761,0,no_claim,single,potential_damage,500,250000,0,website
3189,0,0,0,0,0,1,0,2,0,2,3,0,0,16793,3,21,3,9,619,0,no_claim,married,no_damage,250,200000,2,crosssell
3190,0,0,1,0,0,0,0,2,0,5,2,0,0,21035,30,49,15,6,723,0,no_claim,single,no_damage,1500,150000,1,agent
3191,0,0,1,0,0,0,2,2,0,2,3,1,0,90305,16,33,4,6,778,0,no_claim,single,severe_damage,250,200000,1,agent
3192,0,0,0,0,0,0,0,2,0,3,4,1,0,30983,6,24,11,8,657,0,no_claim,single,no_damage,500,250000,0,website
3193,0,0,0,0,0,0,0,1,0,4,3,0,0,8372,5,34,0,1,705,0,no_claim,single,no_damage,1000,200000,3,affinity
3194,0,0,1,0,0,1,1,1,0,5,7,2,0,10219,8,17,0,2,627,0,no_claim,married,potential_damage,1500,500000,1,agent
3195,0,0,0,0,0,0,0,1,0,2,4,1,0,16821,1,34,14,2,728,0,no_claim,single,no_damage,250,250000,1,agent
3196,0,0,0,1,0,1,0,1,0,3,3,1,0,7689,4,31,8,15,667,0,no_claim,married,no_damage,500,200000,1,agent
3197,0,0,1,0,0,1,0,1,0,3,5,2,0,32684,16,62,1,5,748,0,no_claim,married,no_damage,500,300000,2,crosssell
3198,0,0,1,1,0,1,0,1,0,5,4,0,0,18904,11,19,13,5,726,0,no_claim,married,no_damage,1500,250000,0,website
3199,0,0,1,0,0,0,0,2,0,4,2,1,0,49063,8,26,15,5,694,0,no_claim,single,no_damage,1000,150000,2,crosssell
3200,0,0,0,0,0,0,0,1,0,1,7,1,0,43774,9,73,7,1,704,0,no_claim,single,no_damage,100,500000,2,crosssell
3201,0,1,1,1,0,0,1,2,0,3,2,1,0,12750,5,27,8,0,627,0,no_claim,single,potential_damage,500,150000,2,crosssell
3202,0,0,0,0,0,0,0,1,0,5,2,2,0,7180,5,61,14,6,758,0,no_claim,single,no_damage,1500,150000,2,crosssell
3203,0,0,1,1,0,1,0,1,0,4,3,3,0,27767,4,20,3,1,651,0,no_claim,married,no_damage,1000,200000,0,website
3204,0,0,0,1,0,1,3,1,0,3,2,0,0,19352,3,19,7,1,631,0,no_claim,married,salvage,500,150000,3,affinity
3205,0,0,0,1,0,0,2,2,0,6,2,0,0,19732,8,51,8,7,601,0,no_claim,single,severe_damage,2000,150000,3,affinity
3206,0,0,0,0,0,1,0,1,0,7,5,4,0,54713,20,44,13,8,778,0,no_claim,married,no_damage,3000,300000,2,crosssell
3207,0,1,0,0,0,0,0,1,0,5,3,1,0,12524,2,41,8,3,697,0,no_claim,single,no_damage,1500,200000,2,crosssell
3208,0,0,0,1,0,0,0,1,0,2,0,0,0,41408,1,20,11,6,585,0,no_claim,single,no_damage,250,50000,2,crosssell
3209,0,0,1,0,0,1,0,1,0,2,0,2,0,84114,4,20,8,3,720,0,no_claim,married,no_damage,250,50000,1,agent
3210,0,0,0,0,0,1,1,5,0,2,0,0,0,34715,30,60,6,7,699,0,no_claim,married,potential_damage,250,50000,1,agent
3211,0,0,1,0,0,1,0,1,0,3,2,6,0,5191,6,29,4,0,663,0,no_claim,married,no_damage,500,150000,3,affinity
3212,0,0,1,0,0,0,0,1,0,6,3,0,0,37229,4,30,8,4,722,0,no_claim,single,no_damage,2000,200000,3,affinity
3213,0,0,1,1,0,0,0,1,0,1,1,1,0,26235,20,35,9,2,734,0,no_claim,single,no_damage,100,100000,0,website
3214,0,0,0,0,0,1,1,2,0,1,5,1,0,15023,6,40,2,7,663,0,no_claim,married,potential_damage,100,300000,1,agent
3215,0,1,0,0,0,0,3,2,0,4,1,0,0,26332,40,58,13,3,694,0,no_claim,single,salvage,1000,100000,3,affinity
3216,0,0,0,0,0,0,0,1,0,1,7,3,0,23585,27,45,0,0,632,0,no_claim,single,no_damage,100,500000,3,affinity
3217,0,0,0,0,0,1,0,1,0,2,1,1,0,25002,12,35,15,1,697,0,no_claim,married,no_damage,250,100000,3,affinity
3218,0,0,0,0,0,0,2,1,0,2,1,2,0,73297,14,20,12,5,750,0,no_claim,single,severe_damage,250,100000,3,affinity
3219,0,1,0,0,0,0,0,2,0,1,5,0,0,12957,21,37,14,3,736,0,no_claim,single,no_damage,100,300000,0,website
3220,0,0,0,1,0,0,0,1,0,2,7,0,0,22654,1,41,15,0,708,0,no_claim,single,no_damage,250,500000,0,website
3221,0,0,1,0,0,0,0,1,0,4,3,2,0,22753,11,60,12,5,736,0,no_claim,single,no_damage,1000,200000,1,agent
3222,0,0,0,0,0,0,0,2,0,7,2,3,0,224094,44,62,13,3,711,0,no_claim,single,no_damage,3000,150000,3,affinity
3223,0,0,0,1,0,1,0,1,0,2,0,0,0,5169,2,59,5,5,729,0,no_claim,married,no_damage,250,50000,0,website
3224,0,0,0,0,0,1,1,1,0,5,2,1,0,38285,56,42,3,5,571,0,no_claim,married,potential_damage,1500,150000,3,affinity
3225,0,0,1,0,1,0,0,1,0,2,1,3,0,12237,3,49,9,2,675,0,no_claim,single,no_damage,250,100000,3,affinity
3226,0,0,1,0,0,1,0,1,0,2,1,0,0,16976,30,66,1,2,621,0,no_claim,married,no_damage,250,100000,1,agent
3227,0,0,0,1,0,0,0,1,0,2,5,0,0,292444,2,29,8,3,717,0,no_claim,single,no_damage,250,300000,0,website
3228,0,0,0,0,0,0,2,2,0,1,3,1,0,10529,56,62,11,3,687,0,no_claim,single,severe_damage,100,200000,3,affinity
3229,0,0,1,0,0,0,0,3,0,2,2,2,0,46090,9,20,4,3,781,0,no_claim,single,no_damage,250,150000,2,crosssell
3230,0,0,1,0,1,0,0,1,0,2,0,0,0,17393,13,36,1,5,732,0,no_claim,single,no_damage,250,50000,1,agent
3231,0,0,0,0,0,0,0,2,0,7,3,0,0,19472,31,44,9,0,622,0,no_claim,single,no_damage,3000,200000,1,agent
3232,0,0,1,0,0,2,2,1,0,2,6,3,0,28692,8,22,0,5,692,0,no_claim,divorced,severe_damage,250,350000,2,crosssell
3233,0,1,0,0,0,0,1,1,0,1,1,1,0,19053,24,66,6,3,704,0,no_claim,single,potential_damage,100,100000,3,affinity
3234,0,0,0,0,0,0,0,5,0,2,0,3,0,11462,1,56,7,11,617,0,no_claim,single,no_damage,250,50000,2,crosssell
3235,0,0,0,0,0,0,0,2,0,3,2,2,0,10325,4,48,6,2,650,0,no_claim,single,no_damage,500,150000,0,website
3236,0,1,0,0,0,0,2,1,0,1,1,1,0,6126,31,30,1,2,705,0,no_claim,single,severe_damage,100,100000,1,agent
3237,0,0,1,0,0,0,1,1,0,3,0,1,0,8874,5,31,6,4,635,0,no_claim,single,potential_damage,500,50000,0,website
3238,0,0,0,0,0,0,1,1,0,4,6,0,0,29475,12,37,11,3,623,0,no_claim,single,potential_damage,1000,350000,2,crosssell
3239,0,0,1,0,0,1,1,2,0,3,2,2,0,24863,3,16,11,4,749,0,no_claim,married,potential_damage,500,150000,0,website
3240,0,1,0,0,0,1,3,1,0,4,7,0,0,111290,2,60,12,4,658,0,no_claim,married,salvage,1000,500000,1,agent
3241,0,0,0,1,1,1,0,1,0,1,4,2,0,19051,30,36,14,5,625,0,no_claim,married,no_damage,100,250000,3,affinity
3242,0,0,0,0,0,1,1,2,0,1,7,0,0,29714,9,24,15,2,701,0,no_claim,married,potential_damage,100,500000,1,agent
3243,0,0,0,1,0,0,2,1,0,2,3,1,0,7647,6,60,9,1,671,0,no_claim,single,severe_damage,250,200000,3,affinity
3244,0,0,1,1,0,0,0,1,0,1,5,2,0,34644,3,39,6,5,654,0,no_claim,single,no_damage,100,300000,0,website
3245,0,0,0,0,1,0,0,1,0,4,6,2,0,16272,20,36,15,4,719,0,no_claim,single,no_damage,1000,350000,2,crosssell
3246,0,0,0,0,0,1,0,1,0,2,6,0,0,16395,2,23,13,0,798,0,no_claim,married,no_damage,250,350000,0,website
3247,0,0,1,0,0,1,0,1,0,3,6,2,0,36000,4,44,5,4,762,0,no_claim,married,no_damage,500,350000,1,agent
3248,0,0,0,0,0,0,2,1,0,2,0,0,0,39812,22,27,6,5,572,0,no_claim,single,severe_damage,250,50000,3,affinity
3249,0,0,1,0,0,0,1,2,0,2,4,0,0,112851,33,37,0,8,760,0,no_claim,single,potential_damage,250,250000,1,agent
3250,0,0,0,1,0,0,2,1,0,7,6,2,0,9615,1,30,11,1,706,0,no_claim,single,severe_damage,3000,350000,2,crosssell
3251,0,0,1,0,0,1,0,1,0,2,3,3,0,13795,18,84,9,0,738,0,no_claim,married,no_damage,250,200000,2,crosssell
3252,0,0,0,0,0,1,0,1,0,1,3,2,0,16689,51,25,7,2,728,0,no_claim,married,no_damage,100,200000,1,agent
3253,0,0,0,0,0,0,0,1,0,3,5,1,0,13841,10,51,6,2,630,0,no_claim,single,no_damage,500,300000,0,website
3254,0,1,1,0,0,0,1,2,0,3,6,1,0,27688,56,35,9,12,644,0,no_claim,single,potential_damage,500,350000,0,website
3255,0,0,0,0,0,1,1,1,0,3,2,2,0,29571,6,45,9,0,708,0,no_claim,married,potential_damage,500,150000,0,website
3256,0,0,1,0,0,0,2,1,0,2,6,3,0,18389,1,22,0,4,737,0,no_claim,single,severe_damage,250,350000,1,agent
3257,0,0,0,0,0,1,0,1,0,5,4,5,0,9833,2,41,8,10,625,0,no_claim,married,no_damage,1500,250000,2,crosssell
3258,0,0,0,0,0,0,0,1,0,1,3,1,0,103165,60,58,2,5,717,0,no_claim,single,no_damage,100,200000,2,crosssell
3259,0,1,0,0,0,0,0,1,0,0,4,0,0,5706,35,45,7,4,680,0,no_claim,single,no_damage,0,250000,0,website
